accession,decision,locator,reason,title
GSE127792,adjacent_vaccination_title,snapshots/gds_summaries.json result.200127792,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Inflammatory Mediator Expression Associated With Antibody Response Induced by Live Attenuated vs Inactivated Influenza Virus Vaccine in Children.
GSE109837,title_screened_not_selected,snapshots/gds_summaries.json result.200109837,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Expression data from different levels of anti-CD4 in HIV+ people
GSE99006,title_screened_not_selected,snapshots/gds_summaries.json result.200099006,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Whole transcriptome profile of citrulline-specific B cells from patients with rheumatoid arthritis
GSE107990,adjacent_vaccination_title,snapshots/gds_summaries.json result.200107990,Vaccination-focused title; not evidence of wild-type human influenza challenge.,"Gene expression profiles associated with humoral response to influenza vaccine, Vaxigrip, in young and elderly subjects of Chinese ethnicity in Singapore"
GSE119767,title_screened_not_selected,snapshots/gds_summaries.json result.200119767,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,HiSeq analysis of human gene expression profile following infection with highly pathogenic avian influenza A virus (H5N1; A/Chicken/Vietnam/0008/04)
GSE101589,title_screened_not_selected,snapshots/gds_summaries.json result.200101589,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Expression data from different levels of ANA in HIV+ people
GSE117580,adjacent_excluded,snapshots/gds_summaries.json result.200117580,Pneumococcal challenge after LAIV or inactivated influenza vaccination; not wild-type influenza challenge.,Inflammation induced by influenza virus impairs innate control of human pneumococcal carriage
GSE116500,adjacent_vaccination_title,snapshots/gds_summaries.json result.200116500,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Spec-seq unveils transcriptional subpopulations of antibody-secreting cells following influenza vaccination
GSE106279,title_screened_not_selected,snapshots/gds_summaries.json result.200106279,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Influenza virus facilitates its infectivity by activating p53 to inhibit the expression of interferon-induced transmembrane proteins (IFITMs)
GSE61517,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200061517,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",Strand-specific Dual RNA-seq of Bronchial Epithelial cells Infected with Influenza A/H3N2 Viruses Reveals Splicing of Gene Segment 6 and Novel Host-Virus Interactions
GSE114636,title_screened_not_selected,snapshots/gds_summaries.json result.200114636,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Comprehensive profiling of translation initiation in influenza-virus infected cells
GSE90732,include_for_source_verification,snapshots/gds_summaries.json result.200090732,Explicit human influenza challenge lead; series metadata inspected.,Correlates of self-reported symptom scores in a human H1N1 influenza challenge trial
GSE59743,adjacent_vaccination_title,snapshots/gds_summaries.json result.200059743,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Gene expression analysis of Influenza vaccine response in Young and Old - Year 3 - PBMC
GSE64361,adjacent_vaccination_title,snapshots/gds_summaries.json result.200064361,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Plasmablast response to influenza vaccines - 2012
GSE81692,adjacent_vaccination_title,snapshots/gds_summaries.json result.200081692,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Influenza Vaccines Differentially Regulate the Interferon Response in Human Dendritic Cell Subsets
GSE81691,adjacent_vaccination_title,snapshots/gds_summaries.json result.200081691,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Influenza Vaccines Differentially Regulate the Interferon Response in Human Dendritic Cell Subsets [HumanHT-12 V4.0 Beadchip Experiments]
GSE81690,adjacent_vaccination_title,snapshots/gds_summaries.json result.200081690,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Influenza Vaccines Differentially Regulate the Interferon Response in Human Dendritic Cell Subsets [HumanWG-6 v3.0 Beadchip Experiments]
GSE64343,adjacent_vaccination_title,snapshots/gds_summaries.json result.200064343,Vaccination-focused title; not evidence of wild-type human influenza challenge.,T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination - 2011
GSE64346,title_screened_not_selected,snapshots/gds_summaries.json result.200064346,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Immune Responses to Influenza-Like Illness
GSE62110,adjacent_vaccination_title,snapshots/gds_summaries.json result.200062110,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Plasmablast response to influenza vaccines
GSE74975,adjacent_vaccination_title,snapshots/gds_summaries.json result.200074975,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Systems biology of immunity to MF59-adjuvanted versus non-adjuvanted trivalent seasonal influenza vaccines in early childhood
GSE74816,adjacent_vaccination_title,snapshots/gds_summaries.json result.200074816,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2011/12 Flu Season
GSE68245,adjacent_vaccination_title,snapshots/gds_summaries.json result.200068245,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Transcriptomic analysis of human B cell responses to vaccination
GSE71766,title_screened_not_selected,snapshots/gds_summaries.json result.200071766,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,A Systems Approach to Understanding Human Rhinovirus and Influenza Virus Infection
GSE74817,adjacent_vaccination_title,snapshots/gds_summaries.json result.200074817,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time Course of Adults Vaccinated with Influenza TIV Vaccine 2009-2012
GSE74815,adjacent_vaccination_title,snapshots/gds_summaries.json result.200074815,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2010/11 Flu Season (FluCenter cohort)
GSE74813,adjacent_vaccination_title,snapshots/gds_summaries.json result.200074813,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2010/11 Flu Season (HIPC cohort)
GSE74811,adjacent_vaccination_title,snapshots/gds_summaries.json result.200074811,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2009/10 Flu Season
GSE58741,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200058741,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",3-anhydro-6-hydroxy-ophiobolin A inhibits the replication of influenza A virus in vitro and in vivo
GSE59226,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200059226,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",Expression data from Human Umbilical Vein Endothelial Cell after influenza virus infection
GSE57915,title_screened_not_selected,snapshots/gds_summaries.json result.200057915,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,The combinatorial code governing cellular responses to complex stimuli
GSE59654,adjacent_vaccination_title,snapshots/gds_summaries.json result.200059654,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Gene expression analysis of Influenza vaccine response in Young and Old - Year 2 - PBMC
GSE59635,adjacent_vaccination_title,snapshots/gds_summaries.json result.200059635,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Gene expression analysis of Influenza vaccine response in Young and Old - Year 1 - PBMC
GSE64655,adjacent_vaccination_title,snapshots/gds_summaries.json result.200064655,Vaccination-focused title; not evidence of wild-type human influenza challenge.,A Cell-based Systems Biology Assessment of Human Blood to Monitor Immune Responses After Influenza Vaccination
GSE64514,adjacent_vaccination_title,snapshots/gds_summaries.json result.200064514,Vaccination-focused title; not evidence of wild-type human influenza challenge.,T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination - 2012
GSE61754,include_for_source_verification,snapshots/gds_summaries.json result.200061754,Explicit human influenza challenge lead; series metadata inspected.,Transcriptomic profiling facilitates classification of response to influenza challenge
GSE56744,adjacent_vaccination_title,snapshots/gds_summaries.json result.200056744,Vaccination-focused title; not evidence of wild-type human influenza challenge.,BDCA1+ mDCs and BDCA3+ mDCs stimulated with vaccines for 6 hr
GSE44721,adjacent_vaccination_title,snapshots/gds_summaries.json result.200044721,Vaccination-focused title; not evidence of wild-type human influenza challenge.,IL4 DCs and monocytes stimulated by 13 human vaccines and LPS for 6hr
GSE44720,title_screened_not_selected,snapshots/gds_summaries.json result.200044720,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,"IFNa DCs and IL4 DCs exposed to H1N1, heat killed S. aureus, or heat killed S. enterica (HKSE) for 1h, 2h, 6h, 12h, or 24h"
GSE44719,title_screened_not_selected,snapshots/gds_summaries.json result.200044719,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,IFNa and IL4 DCs stimulated with microbial components for 6hr
GSE60573,title_screened_not_selected,snapshots/gds_summaries.json result.200060573,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Systems Analysis of a RIG-I Agonist Inducing Broad Spectrum Inhibition of Virus Infectivity [Kinetic]
GSE60572,title_screened_not_selected,snapshots/gds_summaries.json result.200060572,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Systems Analysis of a RIG-I Agonist Inducing Broad Spectrum Inhibition of Virus Infectivity [comparison]
GSE58970,adjacent_vaccination_title,snapshots/gds_summaries.json result.200058970,Vaccination-focused title; not evidence of wild-type human influenza challenge.,T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination
GSE58943,adjacent_vaccination_title,snapshots/gds_summaries.json result.200058943,Vaccination-focused title; not evidence of wild-type human influenza challenge.,T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination - 2009
GSE58898,adjacent_vaccination_title,snapshots/gds_summaries.json result.200058898,Vaccination-focused title; not evidence of wild-type human influenza challenge.,T cell responses to H1N1v and a longitudinal study of seasonal influenza vaccination - 2010
GSE47353,adjacent_vaccination_title,snapshots/gds_summaries.json result.200047353,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Global Analyses of Human Immune Variation Reveal Baseline Predictors of Postvaccination Responses
GSE52005,adjacent_vaccination_title,snapshots/gds_summaries.json result.200052005,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Trivalent Inactivated Influenza Vaccine (TIV) and Live Attenuated Influenza Vaccine (LAIV) Induce Different B cell and Transcriptional Responses in Children
GSE49840,title_screened_not_selected,snapshots/gds_summaries.json result.200049840,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Transcriptomic characterization of the novel avian-origin influenza A (H7N9) virus: specific and intermediate host-response between avian (H5N1 and H7N7) and human (H3N2) viruses.
GSE52428,include_for_source_verification,snapshots/gds_summaries.json result.200052428,Explicit human influenza challenge lead; series metadata inspected.,Host gene expression signatures of influenza A H1N1 and H3N2 virus infection in adults
GSE45764,adjacent_vaccination_title,snapshots/gds_summaries.json result.200045764,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Effect of influenza vaccination on PBMC and B cell gene expression profiles in healthy humans
GSE45735,adjacent_vaccination_title,snapshots/gds_summaries.json result.200045735,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Changes in PBMC gene expression profiles after influenza vaccination in healthy human subjects
GSE45734,adjacent_vaccination_title,snapshots/gds_summaries.json result.200045734,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Changes in gene expression profiles of circulating B cells after influenza vaccination in healthy human subjects
GSE48762,adjacent_vaccination_title,snapshots/gds_summaries.json result.200048762,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Genome-wide profiling of whole blood from healthy adult volunteers before and after receiving non-live vaccines including seasonal influenza or pneumococcal vaccine or placebo (saline) injections II
GSE30059,adjacent_vaccination_title,snapshots/gds_summaries.json result.200030059,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Genome-wide profiling of whole blood from healthy adult volunteers before and after receiving non-live vaccines including seasonal influenza or pneumococcal vaccine or placebo (saline) injections I
GSE48024,adjacent_vaccination_title,snapshots/gds_summaries.json result.200048024,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time series of global gene expression after trivalent influenza vaccination in humans
GSE48023,adjacent_vaccination_title,snapshots/gds_summaries.json result.200048023,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time series of global gene expression after trivalent influenza vaccination in humans (female cohort)
GSE48018,adjacent_vaccination_title,snapshots/gds_summaries.json result.200048018,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time series of global gene expression after trivalent influenza vaccination in humans (male cohort)
GSE43446,adjacent_vaccination_title,snapshots/gds_summaries.json result.200043446,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Influenza peptide reactivity within a cohort of age-stratified individuals pre and post vaccination with the 2008/2009 trivalent influenza vaccine
GSE41080,title_screened_not_selected,snapshots/gds_summaries.json result.200041080,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Baseline expressions in human whole blood
GSE44455,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200044455,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",MiRNA profiling in lung epithelial cells during infection with influenza A virus
GSE44453,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200044453,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",MiRNA profiling in lung epithelial cells during infection with influenza A virus of H5N1 strain
GSE44452,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200044452,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",MiRNA profiling in lung epithelial cells during infection with influenza A virus of H1N1 strain
GSE43203,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200043203,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.","ICL0011 - Host response in human Calu-3 cells to infection with A/Vietnam/1203-CIP048_RG3/2004 (H5N1) (PB1-F2 deletion), A/Vietnam/1203-CIP048_RG3/2004 (H5N1) (PB2-627E mutant) or WT: A/Vietnam/1203/2004 (H5N1)"
GSE40844,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200040844,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",ICL010 - Infection of Calu-3 cells with H1N1 influenza virus A/Netherlands/602/2009
GSE37571,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200037571,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",Host Regulatory Network Response in Calu-3 cell Infection with A/CA/04/2009 Influenza virus
GSE33142,adjacent_cell_or_ex_vivo_title,snapshots/gds_summaries.json result.200033142,"Cell, tissue, organoid, or in vitro experiment title; not deliberate human participant inoculation.",ICL002: Time course of Calu-3 cells infected with Influenza A/VN/1203/04
GSE28166,title_screened_not_selected,snapshots/gds_summaries.json result.200028166,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Host Regulatory Network Response to Infection with Highly Pathogenic H5N1 Avian Influenza Virus
GSE30550,include_for_source_verification,snapshots/gds_summaries.json result.200030550,Explicit human influenza challenge lead; series metadata inspected.,Temporal expression data from 17 health human subjects before and after they were challenged with live influenza (H3N2/Wisconsin) viruses
GSE29619,adjacent_vaccination_title,snapshots/gds_summaries.json result.200029619,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Systems biology of vaccination for seasonal influenza in humans
GSE29618,adjacent_vaccination_title,snapshots/gds_summaries.json result.200029618,Vaccination-focused title; not evidence of wild-type human influenza challenge.,FACS-sorted cells from Young Adults Vaccinated with Influenza TIV or LAIV Vaccines during 2008/09 Flu Season
GSE29617,adjacent_vaccination_title,snapshots/gds_summaries.json result.200029617,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time Course of Young Adults Vaccinated with Influenza TIV Vaccine during 2008/09 Flu Season
GSE29615,adjacent_vaccination_title,snapshots/gds_summaries.json result.200029615,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time Course of Young Adults Vaccinated with Influenza LAIV Vaccine during 2008/09 Flu Season
GSE29614,adjacent_vaccination_title,snapshots/gds_summaries.json result.200029614,Vaccination-focused title; not evidence of wild-type human influenza challenge.,Time Course of Young Adults Vaccinated with Influenza TIV Vaccine during 2007/08 Flu Season
GSE20346,adjacent_vaccination_title,snapshots/gds_summaries.json result.200020346,Vaccination-focused title; not evidence of wild-type human influenza challenge.,"Expression profiling of critically ill influenza and bacterial pneumonia patients, also influenza vaccination recipients"
GSE21802,title_screened_not_selected,snapshots/gds_summaries.json result.200021802,No explicit human influenza inoculation cohort in title; further abstract screening may recover additional eligible datasets.,Hosts responses in critical disease caused by pandemic H1N1
GSE17156,include_for_source_verification,snapshots/gds_summaries.json result.200017156,Explicit human influenza challenge lead; series metadata inspected.,Gene expression signatures of symptomatic respiratory viral infection in adults
GSE73072,include_for_source_verification,snapshots/gds_summaries.json result.200073072,Explicit human influenza challenge lead; series metadata inspected.,"Host gene expression signatures of H1N1, H3N2, HRV, RSV virus infection in adults"
GSE111368,adjacent_excluded,snapshots/gds_summaries.json result.200111368,"Natural clinical influenza (MOSAIC), not controlled inoculation.",Progression of whole blood transcriptional signatures from interferon-induced to neutrophil-associated patterns in patients with severe influenza
