access_level,declared_snapshot_path,doi,hash_matched_local_snapshot,matching_local_paths,raw_biological_data_claim,scope,snapshot_sha256,source_id,source_key,source_type,title,url
API_JSON_identity,research/references/uniprot_IL4.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL4.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL4.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL4.json"",""atlas/research/references/uniprot_IL4.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,d356080c4ed94add51e600bb3a563628a9dc099bedf5c3d95372da7b290ab2cf,UP_P05112,preserved_baseline_0.2.0:UP_P05112,resource,IL4 human protein identity,https://rest.uniprot.org/uniprotkb/P05112.json
API_JSON_identity,research/references/uniprot_IL5.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL5.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL5.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL5.json"",""atlas/research/references/uniprot_IL5.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,60d57a8bcd962eb40fb7343e4cde9ee004ebd1da4e5976b9b031f087305dc5b1,UP_P05113,preserved_baseline_0.2.0:UP_P05113,resource,IL5 human protein identity,https://rest.uniprot.org/uniprotkb/P05113.json
API_JSON_identity,research/references/uniprot_IL6.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL6.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL6.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL6.json"",""atlas/research/references/uniprot_IL6.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,6fb15320a443a455a08fe049b9a077f539a106072baac06b1f448de35b381a39,UP_P05231,preserved_baseline_0.2.0:UP_P05231,resource,IL6 human protein identity,https://rest.uniprot.org/uniprotkb/P05231.json
API_JSON_identity,research/references/uniprot_IL7.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_IL7.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_IL7.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_IL7.json"",""atlas/research/references/uniprot_IL7.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,26f432747e41c5c725665d514634018aab2fd66b119cefc5262e607fe27404d9,UP_P13232,preserved_baseline_0.2.0:UP_P13232,resource,IL7 human protein identity,https://rest.uniprot.org/uniprotkb/P13232.json
API_JSON_identity,research/references/uniprot_LTA.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_LTA.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_LTA.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_LTA.json"",""atlas/research/references/uniprot_LTA.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,37c513b236b9a61bcc7835f974add2d051f2191f4d3a1b1ebb10f7181b98a69f,UP_P01374,preserved_baseline_0.2.0:UP_P01374,resource,LTA human protein identity,https://rest.uniprot.org/uniprotkb/P01374.json
API_JSON_identity,research/references/uniprot_TNF.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_TNF.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_TNF.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_TNF.json"",""atlas/research/references/uniprot_TNF.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,e0ff0ba226d6d35a9fff2f24366edb2f7bf6bba1c8e6ae18c907f8463b2623f7,UP_P01375,preserved_baseline_0.2.0:UP_P01375,resource,TNF human protein identity,https://rest.uniprot.org/uniprotkb/P01375.json
API_JSON_identity,research/references/uniprot_VEGFA.json,unavailable,True,"[""atlas/releases/0.1.0/input_snapshot/research/references/uniprot_VEGFA.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/references/uniprot_VEGFA.json"",""atlas/releases/0.2.0/input_snapshot/research/references/uniprot_VEGFA.json"",""atlas/research/references/uniprot_VEGFA.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,64143d4a8be940508a41a64616aa5f24d96b12c5538fb514424d9606a2adc6c3,UP_P15692,preserved_baseline_0.2.0:UP_P15692,resource,VEGFA human protein identity,https://rest.uniprot.org/uniprotkb/P15692.json
full_text,research/cytokine/snapshots/PMC10781646.xml,10.1038/s41586-023-06816-9,True,"[""atlas/releases/0.1.0/input_snapshot/research/cytokine/snapshots/PMC10781646.xml"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/cytokine/snapshots/PMC10781646.xml"",""atlas/releases/0.2.0/input_snapshot/research/cytokine/snapshots/PMC10781646.xml"",""atlas/research/cytokine/snapshots/PMC10781646.xml""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,cdeefd81ddec026ccc32292d2ff428312e9331187217f2baf95b73386227a133,C-S01,preserved_baseline_0.2.0:C-S01,primary_study,Dictionary of immune responses to cytokines at single-cell resolution,https://www.nature.com/articles/s41586-023-06816-9
full_text_sections_via_web_tool,research/cytokine/snapshots/open1.json,10.64898/2025.12.12.693897,True,"[""atlas/releases/0.1.0/input_snapshot/research/cytokine/snapshots/open1.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/cytokine/snapshots/open1.json"",""atlas/releases/0.2.0/input_snapshot/research/cytokine/snapshots/open1.json"",""atlas/research/cytokine/snapshots/open1.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,3b52b42ebbe3ef495120b4daa7d388bf60f5fb0fb8a27b60edfaf0016d7c9263,C-S02,preserved_baseline_0.2.0:C-S02,preprint,A single-cell cytokine dictionary of human peripheral blood,https://pmc.ncbi.nlm.nih.gov/articles/PMC12724453/
full_text_sections_via_web_tool,research/cytokine/snapshots/open6.json,10.1038/s41592-021-01274-5,True,"[""atlas/releases/0.1.0/input_snapshot/research/cytokine/snapshots/open6.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/cytokine/snapshots/open6.json"",""atlas/releases/0.2.0/input_snapshot/research/cytokine/snapshots/open6.json"",""atlas/research/cytokine/snapshots/open6.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,8d198a3c0e20035dc2ee4945dc7d7e9b581c7f54264b674b9f13620187e8706f,C-S03,preserved_baseline_0.2.0:C-S03,resource,Systematic investigation of cytokine signaling activity at the tissue and single-cell levels,https://pmc.ncbi.nlm.nih.gov/articles/PMC8493809/
full_text_OCR,research/cytokine/snapshots/PMC2119001.xml,10.1084/jem.174.5.1209,True,"[""atlas/releases/0.1.0/input_snapshot/research/cytokine/snapshots/PMC2119001.xml"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/cytokine/snapshots/PMC2119001.xml"",""atlas/releases/0.2.0/input_snapshot/research/cytokine/snapshots/PMC2119001.xml"",""atlas/research/cytokine/snapshots/PMC2119001.xml""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,75a1f66ee0b4bcc5761557e1dc4fe4805791b7022f585d5d67e9e7d97aa30e61,C-S04,preserved_baseline_0.2.0:C-S04,primary_study,Interleukin 10(IL-10) inhibits cytokine synthesis by human monocytes: an autoregulatory role of IL-10 produced by monocytes,https://pubmed.ncbi.nlm.nih.gov/1940799/
full_text_viewed_selected_passages_archived,research/fulltext_followup/chrome_STAT3_passages.json,10.1111/j.1365-2249.2006.03291.x,True,"[""atlas/releases/0.2.0/input_snapshot/research/fulltext_followup/chrome_STAT3_passages.json"",""atlas/research/fulltext_followup/chrome_STAT3_passages.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,26caa1f74bb007094bcbe3d026abacebf6086c8edd2d949288f7bc419ed8f3a2,C-S05,preserved_baseline_0.2.0:C-S05,primary_study,Activated signal transducer and activator of transcription-3 (STAT3) is a poor regulator of tumour necrosis factor-α production by human monocytes,https://pmc.ncbi.nlm.nih.gov/articles/PMC1810496/
full_text_sections_via_web_tool,research/cytokine/snapshots/open2.json,10.18632/oncotarget.6536,True,"[""atlas/releases/0.1.0/input_snapshot/research/cytokine/snapshots/open2.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/cytokine/snapshots/open2.json"",""atlas/releases/0.2.0/input_snapshot/research/cytokine/snapshots/open2.json"",""atlas/research/cytokine/snapshots/open2.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,f9514d5acc67bcd4c065709c3ad0da971699e1c268100b3b55be3cd1abd6dcc0,C-S06,preserved_baseline_0.2.0:C-S06,primary_study,Transpresentation of interleukin-15 by IL-15/IL-15Rα mRNA-engineered human dendritic cells boosts antitumoral natural killer cell activity,https://pmc.ncbi.nlm.nih.gov/articles/PMC4792546/
full_text_viewed_selected_passages_archived,research/fulltext_followup/chrome_NK_DC_passages.json,10.1073/pnas.0407522101,True,"[""atlas/releases/0.2.0/input_snapshot/research/fulltext_followup/chrome_NK_DC_passages.json"",""atlas/research/fulltext_followup/chrome_NK_DC_passages.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,8d49f2cff939f486ed2007014c6af5498c6a1c3bc7ccf671ca8fab16f7f95f10,C-S07,preserved_baseline_0.2.0:C-S07,primary_study,Distinct roles of IL-12 and IL-15 in human natural killer cell activation by dendritic cells from secondary lymphoid organs,https://pmc.ncbi.nlm.nih.gov/articles/PMC534504/
full_text,research/cytokine/snapshots/PMC2193232.xml,10.1084/jem.192.4.517,True,"[""atlas/releases/0.1.0/input_snapshot/research/cytokine/snapshots/PMC2193232.xml"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/cytokine/snapshots/PMC2193232.xml"",""atlas/releases/0.2.0/input_snapshot/research/cytokine/snapshots/PMC2193232.xml"",""atlas/research/cytokine/snapshots/PMC2193232.xml""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,1cafaa4e24ae1789756440cdece1e9670fa0bc6c27f40f7adf9616f69512cc57,C-S08,preserved_baseline_0.2.0:C-S08,primary_study,Residual Type 1 Immunity in Patients Genetically Deficient for Interleukin 12 Receptor β1 (IL-12Rβ1): Evidence for an IL-12Rβ1–Independent Pathway of IL-12 Responsiveness in Human T Cells,https://pmc.ncbi.nlm.nih.gov/articles/PMC2193232/
full_text,research/cytokine/snapshots/PMC12776526.xml,10.21203/rs.3.rs-8337240/v1,True,"[""atlas/releases/0.1.0/input_snapshot/research/cytokine/snapshots/PMC12776526.xml"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/cytokine/snapshots/PMC12776526.xml"",""atlas/releases/0.2.0/input_snapshot/research/cytokine/snapshots/PMC12776526.xml"",""atlas/research/cytokine/snapshots/PMC12776526.xml""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,b5eb7fa311846f14f30de12ff62393c3bb13203e3890632dadcc2bffd19430b0,C-S09,preserved_baseline_0.2.0:C-S09,preprint,A single-cell cytokine dictionary of human peripheral blood,https://pmc.ncbi.nlm.nih.gov/articles/PMC12776526/
full_text,research/genomic/snapshots/G01_fulltext.html,10.1126/science.1246949,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G01_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G01_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G01_fulltext.html"",""atlas/research/genomic/snapshots/G01_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,ca2b3158a5ede8d44f8def50e8c0ebe859f9744a1eb8f6fa8567d8da77f6ee47,G01,preserved_baseline_0.2.0:G01,primary_study,Innate Immune Activity Conditions the Effect of Regulatory Variants upon Monocyte Gene Expression,https://pmc.ncbi.nlm.nih.gov/articles/PMC4064786/
full_text,research/genomic/snapshots/G02_fulltext.html,10.1038/nature23875,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G02_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G02_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G02_fulltext.html"",""atlas/research/genomic/snapshots/G02_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,d9d79f2a8201bf96a7fa80b68ef492f431a922ca879ab2973f9bf6c3a2a639f3,G02,preserved_baseline_0.2.0:G02,primary_study,Discovery of stimulation-responsive immune enhancers with CRISPR activation,https://pmc.ncbi.nlm.nih.gov/articles/PMC5675716/
full_text,research/genomic/snapshots/G03_fulltext.html,10.1016/j.cell.2017.03.007,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G03_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G03_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G03_fulltext.html"",""atlas/research/genomic/snapshots/G03_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,6bde78d536f1eb9d88c669269432b0d59c0e02155d5f02f54fbb7690c5ff1df8,G03,preserved_baseline_0.2.0:G03,primary_study,Human epistatic interaction controls IL7R splicing and increases Multiple Sclerosis risk,https://pmc.ncbi.nlm.nih.gov/articles/PMC5456452/
full_text,research/genomic/snapshots/G04_fulltext.html,10.1016/j.cell.2018.10.022,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G04_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G04_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G04_fulltext.html"",""atlas/research/genomic/snapshots/G04_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,b00f8fea385ccd45e5f52e4dec0e77ba2e8904404c4f9c6003fa846a98976c2e,G04,preserved_baseline_0.2.0:G04,primary_study,Impact of genetic polymorphisms on human immune cell gene expression,https://pmc.ncbi.nlm.nih.gov/articles/PMC6289654/
full_text,research/genomic/snapshots/G05_fulltext.html,10.1016/j.cell.2016.10.026,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G05_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G05_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G05_fulltext.html"",""atlas/research/genomic/snapshots/G05_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,188969120233572f5e81a117857db69883c9f3dc74b85b9291a627e7b2fcd135,G05,preserved_baseline_0.2.0:G05,primary_study,Genetic Drivers of Epigenetic and Transcriptional Variation in Human Immune Cells,https://pmc.ncbi.nlm.nih.gov/articles/PMC5119954/
abstract_and_metadata,research/genomic/snapshots/G06_open.txt,10.1126/science.abf3041,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G06_open.txt"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G06_open.txt"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G06_open.txt"",""atlas/research/genomic/snapshots/G06_open.txt""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,12ff96ede606113d227851de616310821525737269843b19b5863385e17f2402,G06,preserved_baseline_0.2.0:G06,primary_study,Single-cell eQTL mapping identifies cell type-specific genetic control of autoimmune disease,https://pubmed.ncbi.nlm.nih.gov/35389779/
full_text,research/genomic/snapshots/G07_fulltext.html,10.1038/s41588-022-01066-3,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G07_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G07_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G07_fulltext.html"",""atlas/research/genomic/snapshots/G07_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,90dec76f49467727354b9ec9f7e3a1689c75a4879fe92702917f4458ffed15b5,G07,preserved_baseline_0.2.0:G07,primary_study,Immune disease risk variants regulate gene expression dynamics during CD4+ T cell activation,https://pmc.ncbi.nlm.nih.gov/articles/PMC9197762/
full_primary_article_selected_methods_results,research/fulltext_followup/G08_Gregory2007_selected_primary.json,10.1038/ng2103,True,"[""atlas/releases/0.2.0/input_snapshot/research/fulltext_followup/G08_Gregory2007_selected_primary.json"",""atlas/research/fulltext_followup/G08_Gregory2007_selected_primary.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,ae29b2bea667a83778423f0c1847678f67402f525336a471a7e0ad53bd455d6a,G08,preserved_baseline_0.2.0:G08,primary_study,Interleukin 7 receptor alpha chain (IL7R) shows allelic and functional association with multiple sclerosis,https://pubmed.ncbi.nlm.nih.gov/17660817/
full_text,research/genomic/snapshots/G09_fulltext.html,10.1126/science.1246980,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G09_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G09_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G09_fulltext.html"",""atlas/research/genomic/snapshots/G09_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,2757c6c4e56a14030dc9f42d38c01dfad94e2d0472e36d013f96f35e697781fb,G09,preserved_baseline_0.2.0:G09,primary_study,Common Genetic Variants Modulate Pathogen-Sensing Responses in Human Dendritic Cells,https://pmc.ncbi.nlm.nih.gov/articles/PMC4124741/
full_text,research/genomic/snapshots/G10_fulltext.html,10.1038/s41467-019-12393-1,True,"[""atlas/releases/0.1.0/input_snapshot/research/genomic/snapshots/G10_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/genomic/snapshots/G10_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/genomic/snapshots/G10_fulltext.html"",""atlas/research/genomic/snapshots/G10_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,fd9b54e4e1b84f4dc51b3cd26a3f379f611eced0f5e63d99555bd0b85b454efa,G10,preserved_baseline_0.2.0:G10,primary_study,Context-specific regulation of surface and soluble IL7R expression by an autoimmune risk allele,https://pmc.ncbi.nlm.nih.gov/articles/PMC6783569/
full_text_selected_methods_and_results_via_primary_paper_copy,research/fulltext_followup/atlas_followup_paper.json,10.1038/ni.3693,True,"[""atlas/releases/0.2.0/input_snapshot/research/fulltext_followup/atlas_followup_paper.json"",""atlas/research/fulltext_followup/atlas_followup_paper.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,74d4494d3a446ab73cbb4d04acac8f5fbf8179803908fa653f2f0292bd0a4800,P_S01,preserved_baseline_0.2.0:P_S01,primary_study,Social network architecture of human immune cells unveiled by quantitative proteomics,https://www.nature.com/articles/ni.3693
full_text,research/proteomic/snapshots/bendall_fulltext.html,10.1126/science.1198704,True,"[""atlas/releases/0.1.0/input_snapshot/research/proteomic/snapshots/bendall_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/proteomic/snapshots/bendall_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/proteomic/snapshots/bendall_fulltext.html"",""atlas/research/proteomic/snapshots/bendall_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,73c3dcc246f01706db7fd878734c3f2d836391da1e7918f4315acf1bddef8c55,P_S02,preserved_baseline_0.2.0:P_S02,primary_study,Single-cell mass cytometry of differential immune and drug responses across a human hematopoietic continuum,https://pmc.ncbi.nlm.nih.gov/articles/PMC3273988/
full_text_relevant_methods_and_results_via_primary_repository_index,research/fulltext_followup/proteomic_followup_methods.json,10.1038/nmeth.4380,True,"[""atlas/releases/0.2.0/input_snapshot/research/fulltext_followup/proteomic_followup_methods.json"",""atlas/research/fulltext_followup/proteomic_followup_methods.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,eb045f5d63885ab3b55909802a521902a35d174a50b0273e639b7efd91492663,P_S03,preserved_baseline_0.2.0:P_S03,primary_study,Simultaneous epitope and transcriptome measurement in single cells,https://www.nature.com/articles/nmeth.4380
full_text,research/proteomic/snapshots/reap_fulltext.pdf,10.1038/nbt.3973,True,"[""atlas/releases/0.1.0/input_snapshot/research/proteomic/snapshots/reap_fulltext.pdf"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/proteomic/snapshots/reap_fulltext.pdf"",""atlas/releases/0.2.0/input_snapshot/research/proteomic/snapshots/reap_fulltext.pdf"",""atlas/research/proteomic/snapshots/reap_fulltext.pdf""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,bba7753a2baea26cb649e574e530791a040f1d37958b1e59f244d9331058356d,P_S04,preserved_baseline_0.2.0:P_S04,primary_study,Multiplexed quantification of proteins and transcripts in single cells,https://www.nature.com/articles/nbt.3973
full_text_sections,research/proteomic/snapshots/open3.json,10.1038/s41586-023-06592-6,True,"[""atlas/releases/0.1.0/input_snapshot/research/proteomic/snapshots/open3.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/proteomic/snapshots/open3.json"",""atlas/releases/0.2.0/input_snapshot/research/proteomic/snapshots/open3.json"",""atlas/research/proteomic/snapshots/open3.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,55bf684aea6dba87a915b28e45488c912f5fc6eb2b3f021e3aba8f5436cc20b8,P_S05,preserved_baseline_0.2.0:P_S05,primary_study,Plasma proteomic associations with genetics and health in the UK Biobank,https://www.nature.com/articles/s41586-023-06592-6
full_text_sections,research/proteomic/snapshots/extract2.json,10.1038/s41586-023-06563-x,True,"[""atlas/releases/0.1.0/input_snapshot/research/proteomic/snapshots/extract2.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/proteomic/snapshots/extract2.json"",""atlas/releases/0.2.0/input_snapshot/research/proteomic/snapshots/extract2.json"",""atlas/research/proteomic/snapshots/extract2.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,5e6d7a8cb7fdc9c6d6036c9b2d612244bf0de03bc62ebca77ea7298f883325d8,P_S06,preserved_baseline_0.2.0:P_S06,primary_study,Large-scale plasma proteomics comparisons through genetics and disease associations,https://www.nature.com/articles/s41586-023-06563-x
full_text_sections,research/proteomic/snapshots/extract3.json,10.1038/s41467-025-56935-2,True,"[""atlas/releases/0.1.0/input_snapshot/research/proteomic/snapshots/extract3.json"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/proteomic/snapshots/extract3.json"",""atlas/releases/0.2.0/input_snapshot/research/proteomic/snapshots/extract3.json"",""atlas/research/proteomic/snapshots/extract3.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,6af3e7c4129c2432098ba3fef4eca06a4e83b0cd3777c9c95af48ef369c48252,P_S07,preserved_baseline_0.2.0:P_S07,primary_study,Comparative studies of 2168 plasma proteins measured by two affinity-based platforms in 4000 Chinese adults,https://www.nature.com/articles/s41467-025-56935-2
full_text,research/proteomic/snapshots/platelet_fulltext.html,10.1083/jcb.200105058,True,"[""atlas/releases/0.1.0/input_snapshot/research/proteomic/snapshots/platelet_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/releases/0.1.0/input_snapshot/research/proteomic/snapshots/platelet_fulltext.html"",""atlas/releases/0.2.0/input_snapshot/research/proteomic/snapshots/platelet_fulltext.html"",""atlas/research/proteomic/snapshots/platelet_fulltext.html""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,13728c96a93ea8a6762c20dae81bab2979cb84046a4f42b2432b735c02151359,P_S08,preserved_baseline_0.2.0:P_S08,primary_study,Activated platelets mediate inflammatory signaling by regulated interleukin 1β synthesis,https://pmc.ncbi.nlm.nih.gov/articles/PMC2196422/
full_text_sections_via_web_tool,research/cytokine_expansion/snapshots/open01.json,10.4049/jimmunol.180.6.4182,True,"[""atlas/releases/0.2.0/input_snapshot/research/cytokine_expansion/snapshots/open01.json"",""atlas/research/cytokine_expansion/snapshots/open01.json""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,20bcd212cf3860600b2f07c1cc658ee61b8b68cab6c39e5ef69481b775b9a04f,XCI-S01,preserved_baseline_0.2.0:XCI-S01,primary_study,Cross-Talk between ICAM-1 and Granulocyte-Macrophage Colony-Stimulating Factor Receptor Signaling Modulates Eosinophil Survival and Activation,https://pmc.ncbi.nlm.nih.gov/articles/PMC4465562/
full_article_inspected_via_Chrome_selected_passages_archived,research/cytokine_expansion/snapshots/PMC2198963_selected.txt,10.1084/jem.186.1.121,True,"[""atlas/releases/0.2.0/input_snapshot/research/cytokine_expansion/snapshots/PMC2198963_selected.txt"",""atlas/research/cytokine_expansion/snapshots/PMC2198963_selected.txt""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,a257de5e5496e32330ee6dc4fab139a61df54e0c599dc470bea63e9ea407957b,XCI-S02,preserved_baseline_0.2.0:XCI-S02,primary_study,An Interleukin 5 Mutant Distinguishes between Two Functional Responses in Human Eosinophils,https://pmc.ncbi.nlm.nih.gov/articles/PMC2198963/
full_article_inspected_via_Chrome_selected_passages_archived,research/cytokine_expansion/snapshots/PMC6581624_selected.txt,10.4049/jimmunol.1801570,True,"[""atlas/releases/0.2.0/input_snapshot/research/cytokine_expansion/snapshots/PMC6581624_selected.txt"",""atlas/research/cytokine_expansion/snapshots/PMC6581624_selected.txt""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,d9a5bdf7302e77e310d70c5f64cf23c436fa127c5d1ae4554a4e28dd33c67283,XCI-S03,preserved_baseline_0.2.0:XCI-S03,primary_study,CD25 and protein phosphatase 2A cooperate to enhance IL-2R signaling in human regulatory T cells,https://pmc.ncbi.nlm.nih.gov/articles/PMC6581624/
full_article_inspected_via_Chrome_selected_passages_archived,research/cytokine_expansion/snapshots/PMC5172478_selected.txt,10.1371/journal.pone.0167215,True,"[""atlas/releases/0.2.0/input_snapshot/research/cytokine_expansion/snapshots/PMC5172478_selected.txt"",""atlas/research/cytokine_expansion/snapshots/PMC5172478_selected.txt""]","Source registry records document evidence access, not raw biological file availability.",preserved_baseline_0.2.0,4713510a1cf3a6534d0694b3dd7ad1f00fddf8012e02b26080cd4f097e9575ca,XCI-S04,preserved_baseline_0.2.0:XCI-S04,primary_study,Time-Dependent Regulation of IL-2R α-Chain (CD25) Expression by TCR Signal Strength and IL-2-Induced STAT5 Signaling in Activated Human Blood T Lymphocytes,https://pmc.ncbi.nlm.nih.gov/articles/PMC5172478/
