data_inventory_status,explicit_cohort_accessions,interpretation,local_snapshot_available,source_id,source_key,source_type,source_url,title,unverified_snapshot_accession_mentions
explicit_cohort_data_routes_recorded,"[""E-MTAB-13324""]",A cited or related accession is not automatically the original data for every assay in a paper.,True,MG04,unreviewed_candidate_0.3.0:MG04,primary_study,https://link.springer.com/article/10.1186/s13059-024-03176-z,Mapping the functional impact of non-coding regulatory elements in primary T cells through single-cell CRISPR screens,[]
explicit_cohort_data_routes_recorded,"[""EGAD00001011338""]",A cited or related accession is not automatically the original data for every assay in a paper.,True,MG05,unreviewed_candidate_0.3.0:MG05,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC11168933/,A disease-associated gene desert directs macrophage inflammation through ETS2,"[""EGAD00001011333"",""EGAD00001011337"",""EGAD00001011338"",""EGAD00001011341"",""EGAD00001011349"",""EGAD00001011351"",""EGAD50000000154"",""GSE123141"",""GSE159676"",""GSE18927"",""GSE193336"",""GSE229472"",""GSE41038"",""GSE47189"",""GSE96014"",""GSM1681423"",""GSM1681429"",""MTBLS7665""]"
explicit_cohort_data_routes_recorded,"[""GSE116698""]",A cited or related accession is not automatically the original data for every assay in a paper.,True,MA-S01,unreviewed_candidate_0.3.0:MA-S01,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC7037242/,AP-1 activity induced by co-stimulation is required for chromatin opening during T cell activation,"[""GSE116698"",""GSE53646""]"
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MA-S02,unreviewed_candidate_0.3.0:MA-S02,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC4169138/,Differentiating the roles of STAT5B and STAT5A in human CD4+ T cells,[]
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MA-S03,unreviewed_candidate_0.3.0:MA-S03,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC7577958/,Functional CRISPR dissection of gene networks controlling human regulatory T cell identity,[]
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MA-S04,unreviewed_candidate_0.3.0:MA-S04,primary_study,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2021.655122/full,Fast and Efficient Genome Editing of Human FOXP3+ Regulatory T Cells,[]
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MA-S05,unreviewed_candidate_0.3.0:MA-S05,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC1895505/,IL-2 regulates FOXP3 expression in human CD4+CD25+ regulatory T cells through a STAT-dependent mechanism and induces the expansion of these cells in vivo,[]
explicit_cohort_data_routes_recorded,"[""PRJDB16517""]",A cited or related accession is not automatically the original data for every assay in a paper.,True,MA-S06,unreviewed_candidate_0.3.0:MA-S06,primary_study,https://www.nature.com/articles/s41586-025-08795-5,Genome-wide CRISPR screen in human T cells reveals regulators of FOXP3,"[""PRJDB16517""]"
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MA-S07,unreviewed_candidate_0.3.0:MA-S07,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC2265256/,Negative Feedback Regulation of T Cells via Interleukin-2 and FOXP3 Reciprocity,[]
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MP_S001,unreviewed_candidate_0.3.0:MP_S001,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC2248456/,Loss of Functional Beta2-Microglobulin in Metastatic Melanomas From Five Patients Receiving Immunotherapy,[]
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MP_S002,unreviewed_candidate_0.3.0:MP_S002,primary_study,https://www.jci.org/articles/view/5687,HLA class I deficiencies due to mutations in subunit 1 of the peptide transporter TAP1,[]
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MP_S003,unreviewed_candidate_0.3.0:MP_S003,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC1906261/,Asymptomatic deficiency in the peptide transporter associated to antigen processing (TAP),[]
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MP_S004,unreviewed_candidate_0.3.0:MP_S004,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC2193505/,Maturation of Dendritic Cells Is Accompanied by Rapid Transcriptional Silencing of Class II Transactivator (Ciita) Expression,[]
explicit_cohort_data_routes_recorded,"[""SAMN03471796""]",A cited or related accession is not automatically the original data for every assay in a paper.,True,MP_S005,unreviewed_candidate_0.3.0:MP_S005,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC7611875/,ERAP1 Controls the Autoimmune Response against Melanocytes in Psoriasis by Generating the Melanocyte Autoantigen and Regulating its Amount for HLA-C*06:02 Presentation,"[""SAMN03471796""]"
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MP_S006,unreviewed_candidate_0.3.0:MP_S006,primary_study,https://www.nature.com/articles/s41467-024-55420-6,Enabling next-generation engineered TCR-T therapies based on high-throughput TCR discovery from diagnostic tumor biopsies,[]
raw_data_route_not_recorded,[],A cited or related accession is not automatically the original data for every assay in a paper.,True,MP_S007,unreviewed_candidate_0.3.0:MP_S007,primary_study,https://pmc.ncbi.nlm.nih.gov/articles/PMC12732238/,B Cells Can Trigger the T-Cell-Mediated Autoimmune Response Against Melanocytes in Psoriasis,[]
