bytes_listed,candidate_study_IDs,canonical_download_url,content_inspection,data_level,file_id,file_listing_verified,filename_study_label,git_oid,instrument_raw_claim,lfs_metadata,local_snapshot,local_snapshot_sha256,path_in_resource,resource_revision,study_ID,study_linkage_status
40431433,"[""GSE101709""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE101709_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE101709_gene_expr.csv,True,GSE101709,4549d5298c0508e5c847efafc8d46dd8f970bd6d,False,"{""oid"":""019f85ad6934149ed3f871ed7e59d5b44c24a4a941dc210a31c2d4a796231a7e"",""pointerSize"":133,""size"":40431433}",,,bulk_gene_expr/GSE101709_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE101709,exact_study_label
32664338,"[""GSE101710""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE101710_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE101710_gene_expr.csv,True,GSE101710,7457616c06a41aff8818b00a9760c6e7b3e96dbb,False,"{""oid"":""b524122ea8b5e3ef93bf2ebe027b9c889f179d159e9fe51847aa7458c1cd6c07"",""pointerSize"":133,""size"":32664338}",,,bulk_gene_expr/GSE101710_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE101710,exact_study_label
146072232,"[""GSE102012""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE102012_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE102012_gene_expr.csv,True,GSE102012,28d23e84df8d7247472860b1d5e109e0b632cabb,False,"{""oid"":""997a5ecbfb3bc77da8b6762c24259d4b73930809c4f9a6ff0278b2ad1dec66c2"",""pointerSize"":134,""size"":146072232}",,,bulk_gene_expr/GSE102012_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE102012,exact_study_label
275296633,"[""GSE107990""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE107990_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE107990_gene_expr.csv,True,GSE107990,bb238b265be7ae60b8bc4586202e011f36c3b2bc,False,"{""oid"":""7e28972197cbdeeec5fdb1bcfafc62d45eda81e01ab6dabf7a77e0942c66fd82"",""pointerSize"":134,""size"":275296633}",,,bulk_gene_expr/GSE107990_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE107990,exact_study_label
36236149,"[""GSE11348""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE11348_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE11348_gene_expr.csv,True,GSE11348,9143d7fad79818ca20bed168c1a91cf43f87a437,False,"{""oid"":""461add9b5271233f5c051cdeadcc638fbe811e1554fdc9120b89d8976b5e1d10"",""pointerSize"":133,""size"":36236149}",,,bulk_gene_expr/GSE11348_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE11348,exact_study_label
13343014,"[""GSE117580""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE117580_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE117580_gene_expr.csv,True,GSE117580,24b093f0052cee4f03aff293f7755b2eb84b0dbb,False,"{""oid"":""51d2158efb353753d51d736db1f42f55d89fca10b4b8452b7642967358bd9fb6"",""pointerSize"":133,""size"":13343014}",,,bulk_gene_expr/GSE117580_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE117580,exact_study_label
9588797,"[""GSE155237""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE155237_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE155237_gene_expr.csv,True,GSE155237,9f197003cd191d1f19d7b63304874bad2511cc5a,False,,,,bulk_gene_expr/GSE155237_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE155237,exact_study_label
23921925,"[""GSE169159""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE169159_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE169159_gene_expr.csv,True,GSE169159,0dc003c7d1dddaf83ac08945bbcd071eb53023f9,False,"{""oid"":""3ad6039a24627c9097921021291d8b351595e554bda0f8c6ac945f1a626a88cc"",""pointerSize"":133,""size"":23921925}",,,bulk_gene_expr/GSE169159_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE169159,exact_study_label
21713566,"[""GSE190001_BOOST""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE190001_BOOST_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE190001_BOOST_gene_expr.csv,True,GSE190001_BOOST,c5e57d73b57bb101563b2049b5db2b13a65d600f,False,"{""oid"":""997c9d27e73c14cd43cefe60663c873ec885f7686670a0d84be27b6b7f19f719"",""pointerSize"":133,""size"":21713566}",,,bulk_gene_expr/GSE190001_BOOST_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE190001_BOOST,exact_study_label
19498836,"[""GSE190001_PRIME""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE190001_PRIME_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE190001_PRIME_gene_expr.csv,True,GSE190001_PRIME,efe78a3c433560b8a8ceba420452cbe4a86e8ca6,False,"{""oid"":""6633f27b18c02dd5c564c70708bde699f9246feb0e4a0b8031dbfe252028e6e2"",""pointerSize"":133,""size"":19498836}",,,bulk_gene_expr/GSE190001_PRIME_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE190001_PRIME,exact_study_label
16019515,"[""GSE190747""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE190747_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE190747_gene_expr.csv,True,GSE190747,23f0bee82781e9c1e220546d9c2e72d797828740,False,"{""oid"":""3fc83589b0a642d05103ff7346c22e8b80cc36fc1578572617b44f2ab6dafcbf"",""pointerSize"":133,""size"":16019515}",,,bulk_gene_expr/GSE190747_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE190747,exact_study_label
53098526,"[""GSE194378""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE194378_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE194378_gene_expr.csv,True,GSE194378,be7db6359ccd6f65269bc351d2e5864a8f7adadd,False,"{""oid"":""549374db587fdd069987e99e7c6fc93cb95b31e71fb84ba23af72263093aa364"",""pointerSize"":133,""size"":53098526}",,,bulk_gene_expr/GSE194378_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE194378,exact_study_label
29499908,"[""GSE199750""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE199750_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE199750_gene_expr.csv,True,GSE199750,74b7ebb2bab40864f2a0bc988d18f9baa7e45518,False,"{""oid"":""5ad61900021a7f6c8ba3251424739eaa483ce12af48ffb235e2a6102a5321742"",""pointerSize"":133,""size"":29499908}",,,bulk_gene_expr/GSE199750_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE199750,exact_study_label
22241786,"[""GSE201533""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE201533_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE201533_gene_expr.csv,True,GSE201533,a84e3f8f3d8e007952dd50113a366027d549ccd1,False,"{""oid"":""91bbc3b91c1d09123a2ddb00a08f15d8ffa41a6ba8e13b20f60f592ee0f40a7d"",""pointerSize"":133,""size"":22241786}",,,bulk_gene_expr/GSE201533_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE201533,exact_study_label
6912852,"[""GSE201642""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE201642_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE201642_gene_expr.csv,True,GSE201642,aed1ca85225c38b053a5ab4f246ea2a538fcbcda,False,,,,bulk_gene_expr/GSE201642_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE201642,exact_study_label
33443091,"[""GSE207750""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE207750_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE207750_gene_expr.csv,True,GSE207750,087392dfc57412d904f33f19bf7c489f5b227a10,False,"{""oid"":""55717e8d31c44fa73e392b2de83bc30c19a1371294946356daa88794a882e951"",""pointerSize"":133,""size"":33443091}",,,bulk_gene_expr/GSE207750_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE207750,exact_study_label
25337744,"[""GSE209985""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE209985_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE209985_gene_expr.csv,True,GSE209985,abd1db0ca3c5bab3ba252411e728a04c37e53516,False,"{""oid"":""3efe3bacf9740c08897220502487519753a3515a7334804294f786a158f72ea1"",""pointerSize"":133,""size"":25337744}",,,bulk_gene_expr/GSE209985_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE209985,exact_study_label
43122919,"[""GSE217770""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE217770_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE217770_gene_expr.csv,True,GSE217770,0d196e038f7f5dfc3adb2762cafed54a1989446a,False,"{""oid"":""b05203ae28c8ceed3ea5e69b2a345106da01248b82adfc3a226fd6376cda7502"",""pointerSize"":133,""size"":43122919}",,,bulk_gene_expr/GSE217770_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE217770,exact_study_label
72982889,"[""GSE220682""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE220682_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE220682_gene_expr.csv,True,GSE220682,33ddf4778824d2ab31bb01ccea0223fde1cd96ca,False,"{""oid"":""4ea816bfd7b54d6e6aed16545e219b4c7cfac6c0a73a0a91aff62911f6dc32ea"",""pointerSize"":133,""size"":72982889}",,,bulk_gene_expr/GSE220682_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE220682,exact_study_label
22811523,"[""GSE228839""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE228839_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE228839_gene_expr.csv,True,GSE228839,28b8b5bd27e52c733f8e6eee971c7f0431ca828f,False,"{""oid"":""77670b6bb294f0fb7e0d2a4982b55ee3790d80266b39bce650332a0273cb30c8"",""pointerSize"":133,""size"":22811523}",,,bulk_gene_expr/GSE228839_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE228839,exact_study_label
6959578,"[""GSE230494""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE230494_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE230494_gene_expr.csv,True,GSE230494,9b934ed499a15cd06ff47709ad703cada109988a,False,,,,bulk_gene_expr/GSE230494_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE230494,exact_study_label
5235047,"[""GSE246525""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE246525_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE246525_gene_expr.csv,True,GSE246525,7250a4480906225e49aca94ac1da4479d501875e,False,,,,bulk_gene_expr/GSE246525_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE246525,exact_study_label
19166220,"[""GSE247401""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE247401_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE247401_gene_expr.csv,True,GSE247401,324f1e4da9743184d0f6654f2047422cb63024dc,False,"{""oid"":""8d1c8c8d254121c641d5f0fb559d0d2165669515704673e9af2fa65fbc222db3"",""pointerSize"":133,""size"":19166220}",,,bulk_gene_expr/GSE247401_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE247401,exact_study_label
9194004,"[""GSE250023""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE250023_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE250023_gene_expr.csv,True,GSE250023,9c634dc7aa51f15545d0898a7f6999081256f23b,False,,,,bulk_gene_expr/GSE250023_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE250023,exact_study_label
11783751,"[""GSE265975""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE265975_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE265975_gene_expr.csv,True,GSE265975,85a15c20dc164b0cad06aeb017bcc623b4f47acb,False,"{""oid"":""83ba1e859c55648f6ded08d4a1b0e41378ffb788b3f0ca2822a5478aa86db824"",""pointerSize"":133,""size"":11783751}",,,bulk_gene_expr/GSE265975_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE265975,exact_study_label
37807830,"[""GSE276544""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE276544_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE276544_gene_expr.csv,True,GSE276544,cc1a8314deaa470b602c7e80b005d8dc6ad5d2b3,False,"{""oid"":""e15cd82996c55a5a0bc659ae6cc13eb72f23c0214be712681e56af74049bc4ca"",""pointerSize"":133,""size"":37807830}",,,bulk_gene_expr/GSE276544_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE276544,exact_study_label
20115784,"[""GSE281864""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE281864_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE281864_gene_expr.csv,True,GSE281864,5ce5322ae6f518c75379d9ebcb185386215ee033,False,"{""oid"":""a48b2f8dd666b79b61c432f471621f4f9f13ff3562559fecf0cf52619e355d61"",""pointerSize"":133,""size"":20115784}",,,bulk_gene_expr/GSE281864_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE281864,exact_study_label
11095119,"[""GSE29614""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE29614_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE29614_gene_expr.csv,True,GSE29614,0072df7936225ce7d3391ccdf19528ef3ccaa899,False,"{""oid"":""86da028ef8ca53eedc4d91426c384521d80307f3191ce5861990c816c48c6bcb"",""pointerSize"":133,""size"":11095119}",,,bulk_gene_expr/GSE29614_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE29614,exact_study_label
31901610,"[""GSE29615""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE29615_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE29615_gene_expr.csv,True,GSE29615,3e54341a29017019400b080ce19ec0b78851afe9,False,"{""oid"":""e78393ebecd4900f2c0381aa2075b5715a76d31b2e005dee1853f7b2b7784c85"",""pointerSize"":133,""size"":31901610}",,,bulk_gene_expr/GSE29615_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE29615,exact_study_label
30762918,"[""GSE29617""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE29617_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE29617_gene_expr.csv,True,GSE29617,6e7ed0642c3933d00c4af99d997c25d991462d70,False,"{""oid"":""1d8785b7605737f06bd0129cccfe9ab803bd612f1dbbf2c66582c4a10ce39f54"",""pointerSize"":133,""size"":30762918}",,,bulk_gene_expr/GSE29617_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE29617,exact_study_label
35477116,"[""GSE41080""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE41080_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE41080_gene_expr.csv,True,GSE41080,45009610c086b6bd2f76ac0d9347a02c0dd066b3,False,"{""oid"":""996dbfd14132c346622d3633e6aa9748f4c9bc6f7e5164d3660f27e965cc3d5d"",""pointerSize"":133,""size"":35477116}",,,bulk_gene_expr/GSE41080_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE41080,exact_study_label
7208196,"[""GSE45735""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE45735_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE45735_gene_expr.csv,True,GSE45735,fac18e1bb6f010c31857b4467ac0f7db2a0044eb,False,,,,bulk_gene_expr/GSE45735_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE45735,exact_study_label
128916832,"[""GSE47353""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE47353_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE47353_gene_expr.csv,True,GSE47353,f06e5ae176dd7862adfc41cc9048b1b125fe3119,False,"{""oid"":""e3fad83c0fd0127a29475d58a55804b083d1d9905c859aeb184cb02c4df6fd20"",""pointerSize"":134,""size"":128916832}",,,bulk_gene_expr/GSE47353_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE47353,exact_study_label
166360595,"[""GSE48018""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE48018_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE48018_gene_expr.csv,True,GSE48018,08739c2ddba670b0cfca37fde0b5f25295b39a97,False,"{""oid"":""16edfdec42d961994172d702abff2784a14e7ca330787789ad96e5e075ed1277"",""pointerSize"":134,""size"":166360595}",,,bulk_gene_expr/GSE48018_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE48018,exact_study_label
171231303,"[""GSE48023""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE48023_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE48023_gene_expr.csv,True,GSE48023,c89915528c49aeac0eac61c3da46ed9fb14087e7,False,"{""oid"":""c1a508c4dfe3f02f37d6b5c82cf914d562b65a36d2fd6ff2b611b120df226ac0"",""pointerSize"":134,""size"":171231303}",,,bulk_gene_expr/GSE48023_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE48023,exact_study_label
182071131,"[""GSE48762""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE48762_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE48762_gene_expr.csv,True,GSE48762,427076850a8bcf90b15256d212a61e5968e2dada,False,"{""oid"":""198ee61e63d40787b559b83b8db338fe61dec8e86f73d4fdd3bc0c3630492c71"",""pointerSize"":134,""size"":182071131}",,,bulk_gene_expr/GSE48762_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE48762,exact_study_label
57816621,"[""GSE52005""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE52005_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE52005_gene_expr.csv,True,GSE52005,8e10b18b73d3e838f3042290b9ed1b68cc3c0ef2,False,"{""oid"":""36d01296976023824849c97bfb11573a20576eb2e630dd9667aa89b1ade59177"",""pointerSize"":133,""size"":57816621}",,,bulk_gene_expr/GSE52005_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE52005,exact_study_label
29627642,"[""GSE59635""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE59635_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE59635_gene_expr.csv,True,GSE59635,0b075534482e7d227e7eec94213447d88bce3361,False,"{""oid"":""20cfd2e7c41045ee8e5e7417c8f66c6fd0f72382e61332df40f4ccc58c35133d"",""pointerSize"":133,""size"":29627642}",,,bulk_gene_expr/GSE59635_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE59635,exact_study_label
61167337,"[""GSE59654""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE59654_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE59654_gene_expr.csv,True,GSE59654,b44fd3387a9cc0358e3209d5fb60efe65980fab7,False,"{""oid"":""2c529275f20a350e505c11ebb68edc67c93dc63945761064f681c3a7be92a8d0"",""pointerSize"":133,""size"":61167337}",,,bulk_gene_expr/GSE59654_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE59654,exact_study_label
49382562,"[""GSE59743""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE59743_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE59743_gene_expr.csv,True,GSE59743,382c55e4d051edb307bdf560892f878439def629,False,"{""oid"":""a76b6128ef81d804f478be5427c658c352a446044cd97461867c16a72b9c8f3e"",""pointerSize"":133,""size"":49382562}",,,bulk_gene_expr/GSE59743_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE59743,exact_study_label
35959502,"[""GSE61754""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE61754_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE61754_gene_expr.csv,True,GSE61754,32194a5a81e9c3a80ea63bc93070952b20a53d71,False,"{""oid"":""5b8714e13e9922992209bd144280875af96c621966d7f9509c94390459a757c2"",""pointerSize"":133,""size"":35959502}",,,bulk_gene_expr/GSE61754_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE61754,exact_study_label
339433237,"[""GSE68310""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE68310_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE68310_gene_expr.csv,True,GSE68310,2cb45c6fc275e0ae6e40e9037a57b9d1ed58e7f5,False,"{""oid"":""1e0de55e149eb9b19d1cbbb9263c225c18dc2977dfe3f3f521b8638784ea97db"",""pointerSize"":134,""size"":339433237}",,,bulk_gene_expr/GSE68310_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE68310,exact_study_label
141539330,"[""GSE73072_H1N1_DEE3""]",https://huggingface.co/datasets/xuejun72/HR-VILAGE-3K3M/resolve/c68349578b97af04d1102eac5ad9f30f85362c53/bulk_gene_expr/GSE73072_H1N1_DEE3_gene_expr.csv,listing_and_author_documentation_only,harmonized_expression_matrix,HF:bulk_gene_expr/GSE73072_H1N1_DEE3_gene_expr.csv,True,GSE73072_H1N1_DEE3,7223f0ec8d114bb0d12b428b8a2eae3f9729ad1d,False,"{""oid"":""8e57c498e311cb8a2dca7b69c0637349aebf88cb0e5c6e907aa2877bafda034e"",""pointerSize"":134,""size"":141539330}",,,bulk_gene_expr/GSE73072_H1N1_DEE3_gene_expr.csv,c68349578b97af04d1102eac5ad9f30f85362c53,GSE73072_H1N1_DEE3,exact_study_label
