definition,definition_source,field,foreign_key,missingness,primary_key,storage_type,table_id,units
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,classifications,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_graphs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,review_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_graphs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,graph,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_graphs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,path,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:candidate_inputs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,sha256,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_inputs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,key,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:candidate_metadata,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,value,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_metadata,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,candidate_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:candidate_screening,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,query_id,candidate_searches.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_screening,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,title,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_screening,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,doi,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_screening,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,decision,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_screening,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,reason,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_screening,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,lane,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_screening,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,payload,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_screening,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,search_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:candidate_searches,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,lane,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_searches,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,query,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_searches,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,database_name,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_searches,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,searched_at,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_searches,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,payload,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_searches,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,source_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,title,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,doi,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,url,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,access_level,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,lane,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,baseline_source_ids,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,source_dependencies,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/CANDIDATE_DATA_DICTIONARY.md,payload,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:candidate_sources,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,state_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:cell_states,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cell_id,cells.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cell_states,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,name,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cell_states,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,ontology_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cell_states,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cell_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:cells,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,name,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cells,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,ontology_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cells,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,mapping_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cells,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cohort_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,dataset_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,accession,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,study_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,participants,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,ancestry,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,species,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,tissue,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cell_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,disease,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,intervention,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,sample_count,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,donor_count,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,parent_cohort,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,related_publications,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,independence_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,notes,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cohorts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,context_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,species,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,ancestry,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,age,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,sex,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,tissue,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,disease,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,disease_severity,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,treatment_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cell_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cell_state,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,developmental_state,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,stimulation,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,dose,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,duration,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,assay,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,genomic_background,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,time_point,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:contexts,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,gap_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:coverage_gaps,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,lane,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:coverage_gaps,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,description,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:coverage_gaps,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:coverage_gaps,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,finding_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,critic_run_id,critic_runs.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,severity,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,target_type,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,target_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,challenge,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,evidence,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,recommendation,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,disposition,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_findings,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,critic_run_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:critic_runs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,role,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_runs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,scope,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_runs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,timestamp_start,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_runs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,timestamp_end,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_runs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,independence,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:critic_runs,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,inventory_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:cytokine_inventory,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,uniprot_accession,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cytokine_inventory,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,gene_symbol,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cytokine_inventory,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,resource_annotation_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cytokine_inventory,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,inventory_status,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cytokine_inventory,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,source_url,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cytokine_inventory,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,payload,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:cytokine_inventory,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,dataset_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:datasets,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,cohort_id,cohorts.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:datasets,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,accession,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:datasets,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,study_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:datasets,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,version,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:datasets,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,notes,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:datasets,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,assertion_id,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,True,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,subject_id,entities.None,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
Preserved atlas field; see linked schema and scientific dictionary for interpretation.,atlas/data/DATA_DICTIONARY.md,predicate,,unavailable marks explicit scientific unknown; SQL NULL follows source table semantics,False,TEXT,ATLAS_TABLE:edge_assertions,source/measurement dependent; do not infer from storage type
