column_position_1based,definition,gene_label,schema_role,source_path,units
8118,Source-provided gene/feature label; no independent ontology verification.,EXO5-DT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8119,Source-provided gene/feature label; no independent ontology verification.,EXOC1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8120,Source-provided gene/feature label; no independent ontology verification.,EXOC1L,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8121,Source-provided gene/feature label; no independent ontology verification.,EXOC2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8122,Source-provided gene/feature label; no independent ontology verification.,EXOC3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8123,Source-provided gene/feature label; no independent ontology verification.,EXOC3-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8124,Source-provided gene/feature label; no independent ontology verification.,EXOC3L1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8125,Source-provided gene/feature label; no independent ontology verification.,EXOC3L2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8126,Source-provided gene/feature label; no independent ontology verification.,EXOC3L4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8127,Source-provided gene/feature label; no independent ontology verification.,EXOC4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8128,Source-provided gene/feature label; no independent ontology verification.,EXOC5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8129,Source-provided gene/feature label; no independent ontology verification.,EXOC5P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8130,Source-provided gene/feature label; no independent ontology verification.,EXOC6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8131,Source-provided gene/feature label; no independent ontology verification.,EXOC6B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8132,Source-provided gene/feature label; no independent ontology verification.,EXOC7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8133,Source-provided gene/feature label; no independent ontology verification.,EXOC7P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8134,Source-provided gene/feature label; no independent ontology verification.,EXOC8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8135,Source-provided gene/feature label; no independent ontology verification.,EXOG,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8136,Source-provided gene/feature label; no independent ontology verification.,EXOGP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8137,Source-provided gene/feature label; no independent ontology verification.,EXOSC1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8138,Source-provided gene/feature label; no independent ontology verification.,EXOSC10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8139,Source-provided gene/feature label; no independent ontology verification.,EXOSC10-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8140,Source-provided gene/feature label; no independent ontology verification.,EXOSC2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8141,Source-provided gene/feature label; no independent ontology verification.,EXOSC3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8142,Source-provided gene/feature label; no independent ontology verification.,EXOSC3P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8143,Source-provided gene/feature label; no independent ontology verification.,EXOSC3P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8144,Source-provided gene/feature label; no independent ontology verification.,EXOSC4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8145,Source-provided gene/feature label; no independent ontology verification.,EXOSC5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8146,Source-provided gene/feature label; no independent ontology verification.,EXOSC6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8147,Source-provided gene/feature label; no independent ontology verification.,EXOSC7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8148,Source-provided gene/feature label; no independent ontology verification.,EXOSC8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8149,Source-provided gene/feature label; no independent ontology verification.,EXOSC8P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8150,Source-provided gene/feature label; no independent ontology verification.,EXOSC9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8151,Source-provided gene/feature label; no independent ontology verification.,EXPH5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8152,Source-provided gene/feature label; no independent ontology verification.,EXT1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8153,Source-provided gene/feature label; no independent ontology verification.,EXT2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8154,Source-provided gene/feature label; no independent ontology verification.,EXTL1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8155,Source-provided gene/feature label; no independent ontology verification.,EXTL2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8156,Source-provided gene/feature label; no independent ontology verification.,EXTL2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8157,Source-provided gene/feature label; no independent ontology verification.,EXTL3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8158,Source-provided gene/feature label; no independent ontology verification.,EXTL3-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8159,Source-provided gene/feature label; no independent ontology verification.,EYA1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8160,Source-provided gene/feature label; no independent ontology verification.,EYA2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8161,Source-provided gene/feature label; no independent ontology verification.,EYA2-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8162,Source-provided gene/feature label; no independent ontology verification.,EYA3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8163,Source-provided gene/feature label; no independent ontology verification.,EYA4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8164,Source-provided gene/feature label; no independent ontology verification.,EYS,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8165,Source-provided gene/feature label; no independent ontology verification.,EZH1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8166,Source-provided gene/feature label; no independent ontology verification.,EZH2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8167,Source-provided gene/feature label; no independent ontology verification.,EZH2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8168,Source-provided gene/feature label; no independent ontology verification.,EZHIP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8169,Source-provided gene/feature label; no independent ontology verification.,EZR,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8170,Source-provided gene/feature label; no independent ontology verification.,EZR-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8171,Source-provided gene/feature label; no independent ontology verification.,EZRP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8172,Source-provided gene/feature label; no independent ontology verification.,F10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8173,Source-provided gene/feature label; no independent ontology verification.,F10-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8174,Source-provided gene/feature label; no independent ontology verification.,F11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8175,Source-provided gene/feature label; no independent ontology verification.,F11-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8176,Source-provided gene/feature label; no independent ontology verification.,F11R,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8177,Source-provided gene/feature label; no independent ontology verification.,F12,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8178,Source-provided gene/feature label; no independent ontology verification.,F13A1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8179,Source-provided gene/feature label; no independent ontology verification.,F13B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8180,Source-provided gene/feature label; no independent ontology verification.,F2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8181,Source-provided gene/feature label; no independent ontology verification.,F2R,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8182,Source-provided gene/feature label; no independent ontology verification.,F2RL1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8183,Source-provided gene/feature label; no independent ontology verification.,F2RL2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8184,Source-provided gene/feature label; no independent ontology verification.,F2RL3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8185,Source-provided gene/feature label; no independent ontology verification.,F3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8186,Source-provided gene/feature label; no independent ontology verification.,F5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8187,Source-provided gene/feature label; no independent ontology verification.,F7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8188,Source-provided gene/feature label; no independent ontology verification.,F8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8189,Source-provided gene/feature label; no independent ontology verification.,F8A1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8190,Source-provided gene/feature label; no independent ontology verification.,F8A2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8191,Source-provided gene/feature label; no independent ontology verification.,F8A3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8192,Source-provided gene/feature label; no independent ontology verification.,F9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8193,Source-provided gene/feature label; no independent ontology verification.,FA2H,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8194,Source-provided gene/feature label; no independent ontology verification.,FAAH,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8195,Source-provided gene/feature label; no independent ontology verification.,FAAH2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8196,Source-provided gene/feature label; no independent ontology verification.,FAAHP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8197,Source-provided gene/feature label; no independent ontology verification.,FAAP100,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8198,Source-provided gene/feature label; no independent ontology verification.,FAAP20,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8199,Source-provided gene/feature label; no independent ontology verification.,FAAP24,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8200,Source-provided gene/feature label; no independent ontology verification.,FABP1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8201,Source-provided gene/feature label; no independent ontology verification.,FABP12,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8202,Source-provided gene/feature label; no independent ontology verification.,FABP12P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8203,Source-provided gene/feature label; no independent ontology verification.,FABP2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8204,Source-provided gene/feature label; no independent ontology verification.,FABP3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8205,Source-provided gene/feature label; no independent ontology verification.,FABP3P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8206,Source-provided gene/feature label; no independent ontology verification.,FABP4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8207,Source-provided gene/feature label; no independent ontology verification.,FABP5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8208,Source-provided gene/feature label; no independent ontology verification.,FABP5P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8209,Source-provided gene/feature label; no independent ontology verification.,FABP5P10,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8210,Source-provided gene/feature label; no independent ontology verification.,FABP5P11,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8211,Source-provided gene/feature label; no independent ontology verification.,FABP5P12,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8212,Source-provided gene/feature label; no independent ontology verification.,FABP5P13,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8213,Source-provided gene/feature label; no independent ontology verification.,FABP5P14,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8214,Source-provided gene/feature label; no independent ontology verification.,FABP5P15,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8215,Source-provided gene/feature label; no independent ontology verification.,FABP5P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8216,Source-provided gene/feature label; no independent ontology verification.,FABP5P3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8217,Source-provided gene/feature label; no independent ontology verification.,FABP5P4,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8218,Source-provided gene/feature label; no independent ontology verification.,FABP5P5,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8219,Source-provided gene/feature label; no independent ontology verification.,FABP5P6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8220,Source-provided gene/feature label; no independent ontology verification.,FABP5P7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8221,Source-provided gene/feature label; no independent ontology verification.,FABP5P8,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8222,Source-provided gene/feature label; no independent ontology verification.,FABP5P9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8223,Source-provided gene/feature label; no independent ontology verification.,FABP6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8224,Source-provided gene/feature label; no independent ontology verification.,FABP6-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8225,Source-provided gene/feature label; no independent ontology verification.,FABP7,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8226,Source-provided gene/feature label; no independent ontology verification.,FABP7P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8227,Source-provided gene/feature label; no independent ontology verification.,FABP7P2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8228,Source-provided gene/feature label; no independent ontology verification.,FABP9,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8229,Source-provided gene/feature label; no independent ontology verification.,FADD,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8230,Source-provided gene/feature label; no independent ontology verification.,FADS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8231,Source-provided gene/feature label; no independent ontology verification.,FADS2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8232,Source-provided gene/feature label; no independent ontology verification.,FADS2B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8233,Source-provided gene/feature label; no independent ontology verification.,FADS3,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8234,Source-provided gene/feature label; no independent ontology verification.,FADS6,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8235,Source-provided gene/feature label; no independent ontology verification.,FAF1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8236,Source-provided gene/feature label; no independent ontology verification.,FAF1-AS1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8237,Source-provided gene/feature label; no independent ontology verification.,FAF2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8238,Source-provided gene/feature label; no independent ontology verification.,FAF2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8239,Source-provided gene/feature label; no independent ontology verification.,FAH,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8240,Source-provided gene/feature label; no independent ontology verification.,FAHD1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8241,Source-provided gene/feature label; no independent ontology verification.,FAHD2A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8242,Source-provided gene/feature label; no independent ontology verification.,FAHD2B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8243,Source-provided gene/feature label; no independent ontology verification.,FAHD2CP,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8244,Source-provided gene/feature label; no independent ontology verification.,FAHD2P1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8245,Source-provided gene/feature label; no independent ontology verification.,FAIM,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8246,Source-provided gene/feature label; no independent ontology verification.,FAIM2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8247,Source-provided gene/feature label; no independent ontology verification.,FALEC,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8248,Source-provided gene/feature label; no independent ontology verification.,FAM106A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8249,Source-provided gene/feature label; no independent ontology verification.,FAM106B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8250,Source-provided gene/feature label; no independent ontology verification.,FAM106C,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8251,Source-provided gene/feature label; no independent ontology verification.,FAM107A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8252,Source-provided gene/feature label; no independent ontology verification.,FAM107B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8253,Source-provided gene/feature label; no independent ontology verification.,FAM110A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8254,Source-provided gene/feature label; no independent ontology verification.,FAM110B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8255,Source-provided gene/feature label; no independent ontology verification.,FAM110C,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8256,Source-provided gene/feature label; no independent ontology verification.,FAM110D,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8257,Source-provided gene/feature label; no independent ontology verification.,FAM111A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8258,Source-provided gene/feature label; no independent ontology verification.,FAM111A-DT,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8259,Source-provided gene/feature label; no independent ontology verification.,FAM111B,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8260,Source-provided gene/feature label; no independent ontology verification.,FAM114A1,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8261,Source-provided gene/feature label; no independent ontology verification.,FAM114A2,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
8262,Source-provided gene/feature label; no independent ontology verification.,FAM117A,author_common_bulk_expression_feature,data_dictionary/sources/hr_vilage/gene_expr_colnames.txt,matrix-specific scale; not a protein or secretion measurement
