Entry	Entry Name	Reviewed	Gene Names (primary)	Gene Names	Protein names	Organism (ID)	Keyword ID	Gene Ontology IDs
K7EQ05	K7EQ05_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	GO:0005576; GO:0005764; GO:0005768; GO:0050793; GO:0051130; GO:0051649
M9VUD0	M9VUD0_HUMAN	unreviewed	BMP5	BMP5 hCG_21659	Bone morphogenenic protein-5 (Bone morphogenetic protein 5)	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0003272; GO:0003344; GO:0005576; GO:0008083; GO:0021502; GO:0030509; GO:0030902; GO:0042127; GO:0048468; GO:0048738; GO:0051094; GO:0060037; GO:0060391; GO:0060411; GO:0060710; GO:0061384; GO:0070700; GO:1905069
O43645	O43645_HUMAN	unreviewed	IL1b	IL1b IL1B	Multifunctional fusion protein [Includes: Interleukin-1; Interleukin-1 beta]	9606	KW-0202; KW-0963; KW-0395; KW-0458; KW-0497; KW-0666; KW-0964	GO:0001660; GO:0005125; GO:0005149; GO:0005576; GO:0005764; GO:0005829; GO:0006955; GO:0032755; GO:1903530
O60595	O60595_HUMAN	unreviewed	IL12A	IL12A hCG_1685939	Interleukin-12 subunit alpha (IL-12A)	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005143; GO:0006955; GO:0008083; GO:0032946; GO:0042163; GO:0043514; GO:0046982
Q0GK43	Q0GK43_HUMAN	unreviewed	IL2	IL2 hCG_38828	Interleukin-2 (IL-2)	9606	KW-1064; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0964; KW-0732	GO:0005125; GO:0005134; GO:0005576; GO:0006955; GO:0007200; GO:0007204; GO:0008083; GO:0030246; GO:0031851; GO:0042102; GO:0043208; GO:0045471; GO:0045591; GO:0060999; GO:1901327; GO:2000320
Q0VHD7	Q0VHD7_HUMAN	unreviewed	FASLG	FASLG	Tumor necrosis factor ligand superfamily member 6 (CD95 ligand) (Fas antigen ligand)	9606	KW-0053; KW-1003; KW-0202; KW-0968; KW-1015; KW-0325; KW-0458; KW-0472; KW-0539; KW-0678; KW-0964; KW-0735; KW-0804; KW-0805; KW-0812; KW-1133; KW-0832	GO:0005164; GO:0005576; GO:0005634; GO:0005886; GO:0006955; GO:0008625; GO:0043202; GO:0060205
Q2QBA2	Q2QBA2_HUMAN	unreviewed	TNFSF13	TNFSF13	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-0964; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0008284; GO:0016020; GO:0023052; GO:0048298
Q3SY34	Q3SY34_HUMAN	unreviewed	CER1	CER1	Cerberus (Cerberus-related protein)	9606	KW-0202; KW-1015; KW-0325; KW-0964; KW-0732	GO:0003002; GO:0005576; GO:0009888; GO:0032926; GO:0048513; GO:0048731; GO:2000381
Q4ACW9	Q4ACW9_HUMAN	unreviewed	TNFSF12	TNFSF12 hCG_1991317	Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis)	9606	KW-0037; KW-0053; KW-1003; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-0964; KW-0735; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0005886; GO:0006915; GO:0006955; GO:0007165
Q54A98	Q54A98_HUMAN	unreviewed	hRANKL 3	hRANKL 3 TNFSF11 hCG_32838	Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (Osteoprotegerin ligand) (Receptor activator of nuclear factor kappa-B ligand) (TNF-related activation-induced cytokine)	9606	KW-1003; KW-0202; KW-0217; KW-0221; KW-0325; KW-0472; KW-0675; KW-0964; KW-0735; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0007154; GO:0023052; GO:0045672
Q5FC01	Q5FC01_HUMAN	unreviewed	IL4	IL4 hCG_24113	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1)	9606	KW-0075; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005136; GO:0005576; GO:0006955; GO:0008083; GO:0010628; GO:0030335; GO:0042113; GO:0051239
Q5ST95	Q5ST95_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q5STV3	Q5STV3_HUMAN	unreviewed	TNLG1E	TNLG1E LTA hCG_43681	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0001666; GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0007584; GO:0009410; GO:0016020; GO:0032496; GO:0043065; GO:0048147; GO:0060252
Q5T9Y4	Q5T9Y4_HUMAN	unreviewed	TNFSF11	TNFSF11 TNLG6B hCG_32838	Tumor necrosis factor ligand superfamily member	9606	KW-1003; KW-0202; KW-0217; KW-0221; KW-0325; KW-0472; KW-0675; KW-0964; KW-0735; KW-0812; KW-1133	GO:0000122; GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0019722; GO:0042802; GO:0043123; GO:0045672; GO:0051466; GO:0071812
Q6FG55	Q6FG55_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-0964; KW-0732	GO:0005125; GO:0005164; GO:0005576; GO:0006959; GO:0016020
Q6FGN4	Q6FGN4_HUMAN	unreviewed	TNFSF13	TNFSF13 hCG_2045906	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-0964; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0008284; GO:0016020; GO:0023052; GO:0048298
Q6FGR7	Q6FGR7_HUMAN	unreviewed	TNFSF13	TNFSF13	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-0964; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0008284; GO:0016020; GO:0023052; GO:0048298
Q6FGS9	Q6FGS9_HUMAN	unreviewed	IL10	IL10	Interleukin family protein	9606	KW-0202; KW-1015; KW-0325; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006955; GO:0032692; GO:0032695; GO:0032701; GO:0032715; GO:0032717; GO:0032720; GO:0071650
Q6FH65	Q6FH65_HUMAN	unreviewed	CSF3	CSF3 hCG_30013	Granulocyte colony-stimulating factor	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005125; GO:0005130; GO:0005576; GO:0006955; GO:0008083; GO:0008284; GO:0045471; GO:0045639; GO:0071222; GO:0071682
Q6I9T4	Q6I9T4_HUMAN	unreviewed	CCL11	CCL11 hCG_29299	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-0964; KW-0732	GO:0002544; GO:0002551; GO:0005576; GO:0006955; GO:0007015; GO:0007611; GO:0008009; GO:0035962; GO:0045766; GO:0048245; GO:0050768; GO:0070371; GO:0070670
Q6IBA9	Q6IBA9_HUMAN	unreviewed	TNFSF10	TNFSF10 hCG_20249	Tumor necrosis factor ligand superfamily member	9606	KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862	GO:0005125; GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0045569; GO:2001238
Q6NWP0	Q6NWP0_HUMAN	unreviewed	IL4	IL4	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1)	9606	KW-0075; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005136; GO:0005576; GO:0006955; GO:0008083; GO:0010628; GO:0030335; GO:0042113; GO:0051239
Q6U6I7	Q6U6I7_HUMAN	unreviewed			Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-0964	GO:0005164; GO:0005576; GO:0006955; GO:0007154; GO:0008284; GO:0016020; GO:0023052; GO:0048298
Q71UZ1	Q71UZ1_HUMAN	unreviewed	IL10	IL10	Interleukin family protein	9606	KW-0202; KW-1015; KW-0325; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006955; GO:0032692; GO:0032695; GO:0032701; GO:0032715; GO:0032717; GO:0032720; GO:0071650
Q75MH2	Q75MH2_HUMAN	unreviewed	IL6	IL6 hCG_38231	Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-0964; KW-0732	GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051223; GO:0051251; GO:0070102; GO:0071222; GO:1904894
Q8N4W3	Q8N4W3_HUMAN	unreviewed	CSF3	CSF3 hCG_30013	Granulocyte colony-stimulating factor	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005102; GO:0005125; GO:0005576; GO:0006955; GO:0045639; GO:0071682
Q9HBP0	Q9HBP0_HUMAN	unreviewed			Inhibin beta A chain (Activin beta-A chain)	9606	KW-1015; KW-0325; KW-0339; KW-0372; KW-0964; KW-0732	GO:0005125; GO:0005179; GO:0005576; GO:0008083; GO:0042541; GO:0042802; GO:0045944; GO:0048468; GO:0048513; GO:0048731; GO:2001241
U3MVU6	U3MVU6_HUMAN	unreviewed	BMP4	BMP4	Bone morphogenetic protein 4	9606	KW-0891; KW-0165; KW-0217; KW-0221; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964	GO:0001649; GO:0002573; GO:0003007; GO:0003129; GO:0005125; GO:0005576; GO:0008083; GO:0021537; GO:0022408; GO:0030501; GO:0039706; GO:0043065; GO:0045597; GO:0048662; GO:0060391; GO:0060426; GO:0060537; GO:0061036; GO:0070700; GO:0071773; GO:1900745; GO:2000725
U3N491	U3N491_HUMAN	unreviewed	BMP2	BMP2	BMP2 protein	9606	KW-0891; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964	GO:0001649; GO:0002573; GO:0003007; GO:0003129; GO:0005125; GO:0005576; GO:0008083; GO:0021537; GO:0022408; GO:0030501; GO:0039706; GO:0043065; GO:0045597; GO:0048662; GO:0060391; GO:0060426; GO:0060537; GO:0061036; GO:0070700; GO:0071773; GO:1900745; GO:2000725
A0A024R937	A0A024R937_HUMAN	unreviewed	TNLG2B	TNLG2B	Tumor necrosis factor ligand superfamily member 4 (OX40 ligand)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-0735; KW-0812; KW-1133	GO:0005125; GO:0005164; GO:0006955; GO:0016020
A0A077CY02	A0A077CY02_HUMAN	unreviewed	BMP7	BMP7	Bone morphogenetic protein 7	9606	KW-0891; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-0964; KW-0732	GO:0005576; GO:0008083; GO:0009888; GO:0030509; GO:0042127; GO:0048468; GO:0051094; GO:0060391; GO:0070700
A0A087WWX8	A0A087WWX8_HUMAN	unreviewed	IL4	IL4	Interleukin-4 (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1)	9606	KW-0075; KW-0202; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732	
A0A087X089	A0A087X089_HUMAN	unreviewed	CCL14	CCL14	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A0A0MRX5	A0A0A0MRX5_HUMAN	unreviewed	TNFSF13	TNFSF13	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand)	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0391; KW-0472; KW-1267; KW-1185; KW-0964; KW-0812; KW-1133	
A0A0A0MTG5	A0A0A0MTG5_HUMAN	unreviewed	IL7	IL7	Interleukin-7 (IL-7)	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005139; GO:0005576; GO:0006955; GO:0008083
A0A0B4J1W8	A0A0B4J1W8_HUMAN	unreviewed	ALKAL2	ALKAL2	ALK and LTK ligand 2	9606	KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0005886; GO:0030298; GO:0030971
A0A0B4J2E2	A0A0B4J2E2_HUMAN	unreviewed	CCL15-CCL14	CCL15-CCL14	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A0B4U5E3	A0A0B4U5E3_HUMAN	unreviewed			Granulocyte colony-stimulating factor	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964	GO:0005102; GO:0005125; GO:0005576; GO:0006955; GO:0045639; GO:0071682
A0A0B4U6M2	A0A0B4U6M2_HUMAN	unreviewed			Granulocyte-macrophage colony-stimulating factor (Colony-stimulating factor)	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732	GO:0005129; GO:0005576; GO:0006955; GO:0008083; GO:0008284; GO:0009966; GO:0050793
A0A0C4DGC1	A0A0C4DGC1_HUMAN	unreviewed	CXCL14	CXCL14	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	9606	KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732; KW-0832	GO:0005576; GO:0006955; GO:0008009
A0A0G2JHD4	A0A0G2JHD4_HUMAN	unreviewed	LTA	LTA	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	9606	KW-0202; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732	
A0A0U5J4P8	A0A0U5J4P8_HUMAN	unreviewed	TNLG1D	TNLG1D	Tumor necrosis factor ligand 1D	9606	KW-0202; KW-0472; KW-0812; KW-1133	GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052
A0A0U5J6H2	A0A0U5J6H2_HUMAN	unreviewed	TNLG1C	TNLG1C	Lymphotoxin-beta (Tumor necrosis factor C) (Tumor necrosis factor ligand superfamily member 3)	9606	KW-0202; KW-0325; KW-0472; KW-0812; KW-1133	GO:0005164; GO:0005886; GO:0006955; GO:0007154; GO:0023052
A0A0U5J7Q1	A0A0U5J7Q1_HUMAN	unreviewed	TNLG7A	TNLG7A	Epididymis secretory sperm binding protein (Tumor necrosis factor ligand 7A)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-0964; KW-0812; KW-1133	GO:0005164; GO:0005576; GO:0005886; GO:0006955; GO:0010467; GO:0030183; GO:0033209; GO:0043588
A0A0U5J8I0	A0A0U5J8I0_HUMAN	unreviewed	TNLG5A	TNLG5A TNFSF9 hCG_23042	Tumor necrosis factor (Ligand) superfamily, member 9, isoform CRA_a (Tumor necrosis factor ligand 5A)	9606	KW-0202; KW-0472; KW-0812; KW-1133	GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052
A0A0U5JA19	A0A0U5JA19_HUMAN	unreviewed	TNLG1B	TNLG1B	Tumor necrosis factor ligand superfamily member 15 (TNF ligand-related molecule 1) (Vascular endothelial cell growth inhibitor)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-0735; KW-0812; KW-1133	GO:0005164; GO:0006955; GO:0007154; GO:0016020; GO:0023052
A0A1I9RI50	A0A1I9RI50_HUMAN	unreviewed	IL33	IL33	Interleukin-33	9606	KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-0964; KW-0804	GO:0005125; GO:0005576; GO:0005634; GO:0005694; GO:0030133; GO:0051240
A0A1I9RI51	A0A1I9RI51_HUMAN	unreviewed	IL33	IL33	Interleukin-33	9606	KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-0964; KW-0804	GO:0005125; GO:0005576; GO:0005634; GO:0005694; GO:0030133; GO:0051240
A0A286YEX3	A0A286YEX3_HUMAN	unreviewed	IL10	IL10	Interleukin family protein	9606	KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0001817; GO:0005125; GO:0005576; GO:0006955
A0A348GSH9	A0A348GSH9_HUMAN	unreviewed	SECTM	SECTM	Protein K-12	9606	KW-1003; KW-1015; KW-0325; KW-0472; KW-0964; KW-0732; KW-0812; KW-1133	GO:0005125; GO:0005576; GO:0005886; GO:0006955
A0A3B3ITS0	A0A3B3ITS0_HUMAN	unreviewed	THPO	THPO	Thrombopoietin	9606	KW-0202; KW-1015; KW-0325; KW-0372; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005179; GO:0005576; GO:0008283
A0A590UK12	A0A590UK12_HUMAN	unreviewed	IL10	IL10	Interleukin family protein	9606	KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0006955; GO:0032720
A0A6I8PIU7	A0A6I8PIU7_HUMAN	unreviewed	CXCL16	CXCL16	C-X-C motif chemokine ligand 16	9606	KW-0472; KW-1267; KW-1185; KW-0812; KW-1133	GO:0005041; GO:0005044; GO:0006898; GO:0008009; GO:0030307; GO:0030335; GO:0034341; GO:0034612; GO:0048247
A0A7H1MG85	A0A7H1MG85_HUMAN	unreviewed	IFNL3a	IFNL3a	IFNL3a	9606	KW-0051; KW-0202; KW-1015; KW-0964; KW-0732	GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607
A0A8I5JUL6	A0A8I5JUL6_HUMAN	unreviewed	CCL15-CCL14	CCL15-CCL14	C-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006955; GO:0008009
A0A8I5KUL2	A0A8I5KUL2_HUMAN	unreviewed	GDF9	GDF9	Growth/differentiation factor 9	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0597; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0007292; GO:0008083
A0A8I5KW61	A0A8I5KW61_HUMAN	unreviewed			C-X-C motif chemokine	9606	KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005576; GO:0006952; GO:0006955; GO:0008009
A0A8Q3SJL1	A0A8Q3SJL1_HUMAN	unreviewed	IL6	IL6	Interleukin-6	9606	KW-0011; KW-0202; KW-1015; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	GO:0005125; GO:0005138; GO:0005576; GO:0006955; GO:0030154; GO:0051223; GO:0051251; GO:0070102; GO:0071222; GO:1904894
A0A8V8TPR7	A0A8V8TPR7_HUMAN	unreviewed	TNFSF12	TNFSF12	Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis)	9606	KW-0037; KW-0053; KW-1003; KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133	
A0A8Z5A9P2	A0A8Z5A9P2_HUMAN	unreviewed	IL12A	IL12A	Interleukin-12 subunit alpha (IL-12A)	9606	KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8P9S5	A0ACI8P9S5_HUMAN	unreviewed	TNFSF10	TNFSF10	Tumor necrosis factor ligand superfamily member 10 (TNF-related apoptosis-inducing ligand)	9606	KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862	
A0ACI8PDG1	A0ACI8PDG1_HUMAN	unreviewed	TNFSF10	TNFSF10	Tumor necrosis factor ligand superfamily member	9606	KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862	
A0ACI8PGS7	A0ACI8PGS7_HUMAN	unreviewed	TNFSF10	TNFSF10	Tumor necrosis factor ligand superfamily member	9606	KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862	
A0ACI8PV96	A0ACI8PV96_HUMAN	unreviewed	TNFSF10	TNFSF10	Tumor necrosis factor ligand superfamily member 10 (TNF-related apoptosis-inducing ligand)	9606	KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862	
A0ACI8QHC6	A0ACI8QHC6_HUMAN	unreviewed	IL33	IL33	Interleukin-33	9606	KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-1267; KW-1185; KW-0964; KW-0804	
A0ACI8QJ73	A0ACI8QJ73_HUMAN	unreviewed	IL33	IL33	Interleukin-33	9606	KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-1267; KW-1185; KW-0964; KW-0804	
A0ACI8QT98	A0ACI8QT98_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
A0ACI8QW25	A0ACI8QW25_HUMAN	unreviewed	CCL21	CCL21	C-C motif chemokine 21 (Small-inducible cytokine A21)	9606	KW-0145; KW-0202; KW-1015; KW-0395; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8R1R8	A0ACI8R1R8_HUMAN	unreviewed	IL33	IL33	Interleukin-33	9606	KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-1267; KW-1185; KW-0964; KW-0804	
A0ACI8RBP2	A0ACI8RBP2_HUMAN	unreviewed	MIF	MIF	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	9606	KW-0202; KW-0413; KW-1267; KW-1185; KW-0964	
A0ACI8RMI2	A0ACI8RMI2_HUMAN	unreviewed	TNFSF10	TNFSF10	Tumor necrosis factor ligand superfamily member 10 (TNF-related apoptosis-inducing ligand)	9606	KW-0053; KW-1003; KW-0202; KW-0472; KW-0479; KW-0597; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133; KW-0862	
A0ACI8RRU3	A0ACI8RRU3_HUMAN	unreviewed	TNFSF8	TNFSF8	Tumor necrosis factor ligand superfamily member 8 (CD30 ligand)	9606	KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0735; KW-0812; KW-1133	
A0ACI8RW45	A0ACI8RW45_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
A0ACI8RY29	A0ACI8RY29_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
A0ACI8S3Z4	A0ACI8S3Z4_HUMAN	unreviewed	CSF1	CSF1	Macrophage colony-stimulating factor 1 (CSF-1) (MCSF)	9606	KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133	
A0ACI8S4F6	A0ACI8S4F6_HUMAN	unreviewed	IL16	IL16	Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)]	9606	KW-0145; KW-0202; KW-0963; KW-0539; KW-0597; KW-1267; KW-1185; KW-0677; KW-0964; KW-0804; KW-0805	
A0ACI8S5S7	A0ACI8S5S7_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
A0ACI8S6K1	A0ACI8S6K1_HUMAN	unreviewed	IL33	IL33	Interleukin-33	9606	KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-1267; KW-1185; KW-0964; KW-0804	
A0ACI8S711	A0ACI8S711_HUMAN	unreviewed	CXCL16	CXCL16	C-X-C motif chemokine 16 (Transmembrane chemokine CXCL16)	9606	KW-0145; KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0732; KW-0812; KW-1133	
A0ACI8S7C8	A0ACI8S7C8_HUMAN	unreviewed	GDF10	GDF10	Bone morphogenetic protein 3	9606	KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0892; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8SAQ4	A0ACI8SAQ4_HUMAN	unreviewed	IL33	IL33	Interleukin-33	9606	KW-0158; KW-0202; KW-0963; KW-0968; KW-0539; KW-1267; KW-1185; KW-0964; KW-0804	
A0ACI8SDR8	A0ACI8SDR8_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
A0ACI8SG74	A0ACI8SG74_HUMAN	unreviewed	BMP3	BMP3	Bone morphogenetic protein 3	9606	KW-0165; KW-0202; KW-0217; KW-0221; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732	
A0ACI8SGF9	A0ACI8SGF9_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
A0ACI8SWY2	A0ACI8SWY2_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
A0ACI8SX19	A0ACI8SX19_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
A0ACI8T2D0	A0ACI8T2D0_HUMAN	unreviewed	MIF	MIF	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	9606	KW-0202; KW-0413; KW-1267; KW-1185; KW-0964	
A0ACI8T2D6	A0ACI8T2D6_HUMAN	unreviewed	MIF	MIF	Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	9606	KW-0202; KW-0413; KW-1267; KW-1185; KW-0964	
A0ACI8UA52	A0ACI8UA52_HUMAN	unreviewed	GRN	GRN	Progranulin (Acrogranin) (Proepithelin)	9606	KW-0202; KW-1015; KW-0325; KW-0458; KW-1267; KW-1185; KW-0677; KW-0964; KW-0732	
