change_id,record_type,record_id,previous_version,new_version,change_type,old_record,new_record
DELTA_71c4263ad82245fa,edge_assertions,C-A19,0.1.0,0.2.0,modified,"{""assertion_id"":""C-A19"",""candidate_path"":""unavailable"",""context_id"":""CTX_c5793002d6e18cb5"",""contradiction_group"":""unavailable"",""direction"":""decrease"",""evidence_tier"":""perturbational"",""measurement"":""cellular_phenotype"",""object_id"":""ENT_23734a3336aa1319"",""predicate"":""decreases"",""qualitative_confidence"":""low"",""status"":""needs_full_text"",""subject_id"":""ENT_0b2883c54ef93018""}","{""assertion_id"":""C-A19"",""candidate_path"":""unavailable"",""context_id"":""CTX_6e01c342635e6508"",""contradiction_group"":""unavailable"",""direction"":""decrease"",""evidence_tier"":""perturbational"",""measurement"":""cellular_phenotype"",""object_id"":""ENT_23734a3336aa1319"",""predicate"":""decreases"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_0b2883c54ef93018""}"
DELTA_725507f857e1e1eb,edge_assertions,XCH_A007,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A007"",""candidate_path"":""unavailable"",""context_id"":""CTX_0ae312d5662b0f3b"",""contradiction_group"":""XCH_CCL26_CCR3_CONTEXT"",""direction"":""null"",""evidence_tier"":""P2"",""measurement"":""cellular_phenotype"",""object_id"":""ENT_5bdf1b187f2af3be"",""predicate"":""late_phase_not_detectably_inhibited_by_CCR3_antibody"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_097dd9d5babcd718""}"
DELTA_73d5b3bdfb3661f9,source_registry,XRE-S01,0.1.0,0.2.0,added,,"{""access_level"":""full_text_relevant_methods_and_results_inspected"",""authors"":""[\""unavailable\""]"",""doi"":""10.1084/jem.20080452"",""duplicate_of"":""unavailable"",""ingestion_status"":""extracted"",""notes"":""Primary human monocyte Figure 5 only. Relevant full-article Methods and Results inspected in Chrome; exact indexed Figure 5 passages archived. Mouse and cell-line arms are not transported to humans."",""pmid"":""unavailable"",""retrieved_at"":""2026-09-13"",""snapshot_path"":""research/receptor_expansion/snapshots/xre_search2.json"",""snapshot_sha256"":""13d75a13349dcfadd610dc3cf228ccb8f8a43c350a678aa1b5b653635c42c21d"",""source_id"":""XRE-S01"",""source_type"":""primary_study"",""species"":""Homo sapiens"",""title"":""Tuning sensitivity to IL-4 and IL-13: differential expression of IL-4Rα, IL-13Rα1, and γc regulates relative cytokine sensitivity"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2571934/"",""version"":""Publisher/repository version inspected 2026-09-13; version history unavailable"",""year"":""2008""}"
DELTA_746b1787a5fde63f,edge_assertions,P_A07,0.1.0,0.2.0,modified,"{""assertion_id"":""P_A07"",""candidate_path"":""unavailable"",""context_id"":""CTX_f16b236179d8fd1d"",""contradiction_group"":""unavailable"",""direction"":""association"",""evidence_tier"":""observational"",""measurement"":""protein_abundance"",""object_id"":""ENT_e692baa1b3e0fce6"",""predicate"":""is_associated_with_different_distribution"",""qualitative_confidence"":""moderate"",""status"":""needs_full_text"",""subject_id"":""ENT_ec793c0d8c89a973""}","{""assertion_id"":""P_A07"",""candidate_path"":""unavailable"",""context_id"":""CTX_d157419dd15f3116"",""contradiction_group"":""unavailable"",""direction"":""association"",""evidence_tier"":""observational"",""measurement"":""protein_abundance"",""object_id"":""ENT_e692baa1b3e0fce6"",""predicate"":""is_associated_with_different_distribution"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_ec793c0d8c89a973""}"
DELTA_7554c5afebf8a820,prior_parameters,PRIOR_XRE-A18_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A18"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A18_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_757d073e7deeb788,prior_parameters,PRIOR_XCH_A012_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A012"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A012_direction"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_757d5f5f71642bf8,prior_parameters,PRIOR_XCH_A017_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A017"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A017_direction"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_75a66a0bed818fa4,prior_parameters,PRIOR_XRE-A06_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A06"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A06_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_75fc5b23421f2ba2,prior_parameters,PRIOR_XCH_A012_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A012"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A012_human_transportability"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_7681c2bd1aac241f,prior_parameters,PRIOR_XRE-A06_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A06"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A06_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7756bbbea141d3ec,prior_parameters,PRIOR_XCH_A010_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A010"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A010_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7799567303906ead,prior_parameters,PRIOR_XCI-A08_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A08"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""association\""}"",""prior_id"":""PRIOR_XCI-A08_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_77e1abd8bc7f07b4,prior_parameters,PRIOR_C-A18_context_specific,0.1.0,0.2.0,modified,"{""assertion_id"":""C-A18"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A18_context_specific"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""C-A18"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_d30cf808aebdd1cd\""}"",""prior_id"":""PRIOR_C-A18_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_783e9fd02b6a8692,prior_parameters,PRIOR_XCH_A018_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A018"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A018_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_785344a291860f98,prior_parameters,PRIOR_XCH_A014_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A014"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""existence"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A014_existence"",""rationale"":""Contested/incomplete extraction withheld.""}"
DELTA_78601690142c8bc6,prior_parameters,PRIOR_XCI-A01_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A01"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""increase\""}"",""prior_id"":""PRIOR_XCI-A01_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_7876e4fc19913d63,prior_parameters,PRIOR_XCI-A13_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A13"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""increase\""}"",""prior_id"":""PRIOR_XCI-A13_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_788b5a93ccedfed7,prior_parameters,PRIOR_XRE-A11_existence,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A11"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""existence"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A11_existence"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_78b24736e8329cb3,prior_parameters,PRIOR_XCI-A13_magnitude,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A13"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""magnitude"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A13_magnitude"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7935f7f9bd5165c6,prior_parameters,PRIOR_XCH_A026_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A026"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A026_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_794b5c176c0a9080,prior_parameters,PRIOR_P_A07_direction,0.1.0,0.2.0,modified,"{""assertion_id"":""P_A07"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_P_A07_direction"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""P_A07"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[1.0,1.0,1.5],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_P_A07_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_794bec782c8ce45c,prior_parameters,PRIOR_XRE-A04_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A04"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_9fa25aa505f87def\""}"",""prior_id"":""PRIOR_XRE-A04_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_795b3a8c0e16140a,prior_parameters,PRIOR_XRE-A12_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A12"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[2.0,1.0,1.0],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XRE-A12_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_79794dd735b845e8,prior_parameters,PRIOR_G-A020_expression,0.1.0,0.2.0,modified,"{""assertion_id"":""G-A020"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_G-A020_expression"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""G-A020"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_G-A020_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_798e2b9a272152db,prior_parameters,PRIOR_XCI-A20_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A20"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""direction"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A20_direction"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_79ec61554d01f7fb,edge_assertions,XRE-A08,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A08"",""candidate_path"":""unavailable"",""context_id"":""CTX_652915df3b2edcdf"",""contradiction_group"":""unavailable"",""direction"":""association"",""evidence_tier"":""P1"",""measurement"":""binding"",""object_id"":""ENT_a42ba4f4fca16fef"",""predicate"":""binds_recombinant_receptor_Ig"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_9a78f9a737146989""}"
DELTA_7a1ea5d15a9d522b,prior_parameters,PRIOR_XCH_A010_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A010"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A010_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7abe51b320d20001,prior_parameters,PRIOR_XCI-A14_human_transportability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A14"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""human_transportability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A14_human_transportability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7acdac6cd9cc8e68,source_registry,XCH_S002,0.1.0,0.2.0,added,,"{""access_level"":""full_text_chrome_selected_passages"",""authors"":""Véronique Provost; Marie-Chantal Larose; Anick Langlois; Marek Rola-Pleszczynski; Nicolas Flamand; Michel Laviolette"",""doi"":""10.1189/jlb.0212074"",""duplicate_of"":""unavailable"",""ingestion_status"":""extracted"",""notes"":""Complete Methods and relevant Results/Figures2,3,5 inspected in Chrome after initially timed-out navigation. Selected exact visible passages saved. Both alternative receptor use and an unantagonized CCR3 conformation remain possible; receptor independence is not established by the antibody-insensitive late component."",""pmid"":""23532518"",""retrieved_at"":""2026-09-13 18:07:42 UTC"",""snapshot_path"":""research/chemokine_expansion/snapshots/Provost2013_chrome.txt"",""snapshot_sha256"":""db3e82e3879360f1ab9bc229f9b2f0c4338afe6d2226502fcea0d7dde57bce51"",""source_id"":""XCH_S002"",""source_type"":""primary_study"",""species"":""Homo sapiens"",""title"":""CCL26/eotaxin-3 is more effective to induce the migration of eosinophils of asthmatics than CCL11/eotaxin-1 and CCL24/eotaxin-2"",""url"":""https://jlb.onlinelibrary.wiley.com/doi/full/10.1189/jlb.0212074"",""version"":""published_article; exact source revision unavailable"",""year"":""2013""}"
DELTA_7b896c04678aadbc,prior_parameters,PRIOR_XRE-A08_direction,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A08"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""Dirichlet"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""direction"",""parameters"":""{\""alpha\"":[1.0,1.0,1.5],\""categories\"":[\""increase\"",\""decrease\"",\""other\""]}"",""prior_id"":""PRIOR_XRE-A08_direction"",""rationale"":""Direction uncertainty is separate from existence and from effect magnitude.""}"
DELTA_7bd07c14b009379c,prior_parameters,PRIOR_XCH_A021_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A021"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCH_A021_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7bee052102ac3faa,prior_parameters,PRIOR_XRE-A01_genetic_modifier,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A01"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""genetic_modifier"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A01_genetic_modifier"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7c03a0e61672f035,prior_parameters,PRIOR_XCH_A001_context_specific,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A001"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""context_specific"",""parameters"":""{\""context_id\"":\""CTX_9c260f199fe4c64a\""}"",""prior_id"":""PRIOR_XCH_A001_context_specific"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_7c2a8ea5920b7e64,edge_assertions,XCH_A008,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A008"",""candidate_path"":""unavailable"",""context_id"":""CTX_6dcee583112b4597"",""contradiction_group"":""unavailable"",""direction"":""increase"",""evidence_tier"":""P2"",""measurement"":""cellular_phenotype"",""object_id"":""ENT_3e551672768bf9dd"",""predicate"":""induces_migration"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_f38409a9b4ecd1e1""}"
DELTA_7c722b2586d1236c,prior_parameters,PRIOR_C-A20_effect_class,0.1.0,0.2.0,modified,"{""assertion_id"":""C-A20"",""availability"":""withheld"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""effect_class"",""parameters"":""{}"",""prior_id"":""PRIOR_C-A20_effect_class"",""rationale"":""Contested/incomplete extraction withheld.""}","{""assertion_id"":""C-A20"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""null\""}"",""prior_id"":""PRIOR_C-A20_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_7c9aed52064d14b1,prior_parameters,PRIOR_XCI-A22_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A22"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A22_protein_availability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7ca55867f47f3e47,prior_parameters,PRIOR_XCI-A20_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A20"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A20_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7cbaf0f66ae4d01f,edge_assertions,XCI-A10,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A10"",""candidate_path"":""unavailable"",""context_id"":""CTX_c7b0983764682c63"",""contradiction_group"":""XCI-CONTEXT-IL17A-DOSE"",""direction"":""increase"",""evidence_tier"":""P2"",""measurement"":""secreted_protein"",""object_id"":""ENT_abc5db839413b6aa"",""predicate"":""increases_extracellular_protein"",""qualitative_confidence"":""moderate"",""status"":""reviewed"",""subject_id"":""ENT_1c7bf29d33b68948""}"
DELTA_7cc922da15ebcc23,prior_parameters,PRIOR_XCI-A04_temporal,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A04"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""temporal"",""parameters"":""{}"",""prior_id"":""PRIOR_XCI-A04_temporal"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7def5a1f40bb7bc4,prior_parameters,PRIOR_XCI-A03_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A03"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""decrease\""}"",""prior_id"":""PRIOR_XCI-A03_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_7e65877b75e9f42a,prior_parameters,PRIOR_XRE-A12_expression,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A12"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""expression"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A12_expression"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
DELTA_7ec6e96a8e723aba,source_registry,XCH_S010,0.1.0,0.2.0,added,,"{""access_level"":""full_text_chrome_selected_passages"",""authors"":""Michelle L Scalley-Kim; Bruce W Hess; Ryan L Kelly; Anne-Rachel F Krostag; Kurt H Lustig; John S Marken; Pamela J Ovendale; Aaron R Posey; Pamela J Smolak; Janelle D L Taylor; C L Wood; David L Bienvenue; Peter Probst; Ruth A Salmon; Daniel S Allison; Teresa M Foy; Carol J Raport"",""doi"":""10.1371/journal.pone.0043332"",""duplicate_of"":""unavailable"",""ingestion_status"":""extracted"",""notes"":""Direct mixed-human-PBMC supernatant measurements only. Ba/F3 receptor-transfectant migration, three-ligand human phosphorylation and mouse engraftment are separate experiments not assigned to individual primary-human ligand responses. Exact Rules Based Medicine assay platform is unspecified."",""pmid"":""22912856"",""retrieved_at"":""2026-09-13 18:31:00 UTC"",""snapshot_path"":""research/chemokine_expansion/snapshots/ScalleyKim2012_chrome.txt"",""snapshot_sha256"":""d51cd8c1af55301b05ea981a56e9253281df189c09da41cf274fba0d4b21c5ea"",""source_id"":""XCH_S010"",""source_type"":""primary_study"",""species"":""Homo sapiens"",""title"":""A Novel Highly Potent Therapeutic Antibody Neutralizes Multiple Human Chemokines and Mimics Viral Immune Modulation"",""url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC3422223/"",""version"":""Published2012 Aug17;7(8):e43332"",""year"":""2012""}"
DELTA_8007604e22e8eb28,prior_parameters,PRIOR_XCH_A009_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCH_A009"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""association\""}"",""prior_id"":""PRIOR_XCH_A009_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_80a4d0a37f5e8f11,prior_parameters,PRIOR_XCI-A16_effect_class,0.1.0,0.2.0,added,,"{""assertion_id"":""XCI-A16"",""availability"":""available"",""calibration_status"":""uncalibrated"",""distribution"":""categorical_annotation"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":1,""parameter_family"":""effect_class"",""parameters"":""{\""observed_direction\"":\""decrease\""}"",""prior_id"":""PRIOR_XCI-A16_effect_class"",""rationale"":""Observed annotation only, no numeric distribution inferred.""}"
DELTA_812584f48c24f855,prior_parameters,PRIOR_XRE-A13_protein_availability,0.1.0,0.2.0,added,,"{""assertion_id"":""XRE-A13"",""availability"":""unavailable"",""calibration_status"":""uncalibrated"",""distribution"":""unavailable"",""estimate"":null,""estimate_without_journal"":null,""independent_groups"":0,""parameter_family"":""protein_availability"",""parameters"":""{}"",""prior_id"":""PRIOR_XRE-A13_protein_availability"",""rationale"":""Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.""}"
