context_id,species,ancestry,age,sex,tissue,disease,disease_severity,treatment_status,cell_type,cell_state,developmental_state,stimulation,dose,duration,assay,genomic_background,time_point
CTX_9c260f199fe4c64a,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,normal donors as described by study,unavailable,No IL5 priming in the extracted Figure 3–4 condition; donor medication unavailable,eosinophil,"Freshly isolated peripheral-blood eosinophils; CD16 microbead isolation, 99% purity",unavailable,CCL11 with or without anti-CCR3 7B11,"Optimal chemokine concentration, usually 12.5 nM according to Figure 3; exact ligand-specific concentration not separately reported",1.5 h,ECV304 transendothelial migration; 1 million eosinophils in top chamber; migrated-cell flow counts,unavailable,1.5 h migration endpoint
CTX_9cb8e83add8a2819,Homo sapiens,unavailable,unavailable,unavailable,cell culture,unavailable,unavailable,unavailable,HeLa,unavailable,unavailable,DDX39B siRNA depletion,unavailable,siRNA on days 1/3; reporter day 5; RNA day 7,allele-specific minigene reporter; RT-PCR,HeLa; reporter C versus T at rs6897932,unavailable
CTX_9d934e5df1446240,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,monocyte-derived mature dendritic cell,7-day differentiated DC; mRNA electroporated,unavailable,mRNA electroporation,10 µg IL15 mRNA with or without 10 µg IL15RA mRNA,2–72 hours,surface flow cytometry; anti-IL15-PE,unavailable,8-hour peak
CTX_9f065f34a8ad0d05,Homo sapiens,unavailable,unavailable,unavailable,intraoral autotransplanted forearm skin,Candida-associated inflammation after oral-cancer surgery,unavailable,unavailable,CD1a-positive or CD83-positive dendritic cell,in situ dendritic cells in infected inflamed skin-flap dermis,unavailable,Candida-associated tissue inflammation; no experimental cytokine treatment,unavailable,unavailable,Double immunostaining and immunoelectron microscopy,unavailable,Skin-flap biopsies approximately two years after primary surgery
CTX_9f06eda20f5542b6,Homo sapiens,unavailable,unavailable,unavailable,lung,lung cancer cell line,unavailable,unavailable,A549,unavailable,unavailable,IL1B with BMP6,IL1B 10 ng/mL; BMP6 10 ng/mL,24 hours,supernatant ELISA,unavailable,24 hours
CTX_9fa25aa505f87def,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,freshly elutriated monocytes,rested for 2 h in RPMI with 2% FBS,unavailable,recombinant IL13 after gamma-chain blocking antibody,IL13 and blocking antibody concentrations unavailable in text,1 h antibody pretreatment; 30 min cytokine,nuclear-extract EMSA,unavailable,1 h antibody pretreatment; 30 min cytokine
CTX_a220d0b83932c1f7,Homo sapiens,unavailable,P1:27 years; P3:4 years,female,peripheral blood,IL12RB1 deficiency,unavailable,unavailable,expanded mycobacterium-specific CD4 Th1 T-cell clone,K4D8 and K3F12 clones under tested activation modes,unavailable,antigen or CD2/CD28 or CD3/CD28 activation,IL12 5 U/mL or 2.5 ng/mL,72 hours,supernatant IFNG ELISA,biallelic IL12RB1 loss-of-function; P1/P3,72 hours
CTX_a24a22ebaabae4b0,Homo sapiens,unavailable,unavailable,unavailable,blood-derived culture,unavailable,unavailable,unavailable,umbilical-vein endothelial cell; neutrophil,unavailable,unavailable,microvesicles ± receptor antagonist,unavailable,4 h endothelial exposure; 30 min adhesion,111In-labeled neutrophil adhesion,unavailable,unavailable
CTX_a25ffe348514c215,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy; nonallergic,unavailable,unavailable,purified eosinophil,unavailable,unavailable,CSF2 (GM-CSF),10 ng/mL,3–24 h,Western blot of total eosinophil cell lysates,unavailable,3–24 h
CTX_a4c81dfd39797cab,Homo sapiens,unavailable,adult target cells; fluid16–18weeks gestation,unavailable,adult peripheral blood target cells;amniotic fluid stimulus,unavailable,unavailable,unavailable,purified adult CD4+CD3+ T cells,unavailable,unavailable,mid-gestation versus term fluid,fluid1:2,2h,"5µm-filter micro-Boyden chemotaxis;triplicate wells,5high-power fields;buffer background subtracted",unavailable,2h
CTX_a6d731c93600752c,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,autologous NK cell with engineered DC and Daudi targets,resting before coculture,unavailable,mRNA electroporation,10 µg IL15 mRNA with or without 10 µg IL15RA mRNA,24 hours,intracellular IFNG flow cytometry with GolgiPlug,unavailable,24 hours
CTX_a709a0d52bd1cb36,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,purified eosinophil,unavailable,unavailable,IL5 or IL5(E12K) plus TRFK-5,IL5 1 pM or IL5(E12K) 50 nM; TRFK-5 250 µg/mL,72 h,trypan-blue exclusion,unavailable,72 h
CTX_a8270b6e266f245b,Homo sapiens,unavailable,unavailable,unavailable,skin,unavailable,unavailable,unavailable,primary human keratinocyte,unavailable,unavailable,recombinant IL1A,response reported above 0.1 ng/mL; full concentration series unavailable,24h according toFigure3,cell-culture supernatant CXCL8 ELISA,unavailable,24h
CTX_ab0a0c3f43b27d83,Homo sapiens,unavailable,unavailable,unavailable,cell culture,T-cell lymphoma-derived cell line,unavailable,unavailable,Hut78 T-cell lymphoma cell,Endogenous CCR4-positive human lymphoma line,unavailable,Soluble recombinant human CCL17 concentration series,Concentration response; complete numeric range not transcribed,"5 h at37°C,5%CO2","5 μm ChemoTx;200,000 cells,0.1%BSA/RPMI; migrated cells assessed by counts or CellTiterGlo",unavailable,5 h migration endpoint
CTX_ace900f31ea1273b,Homo sapiens,unavailable,unavailable,unavailable,blood-derived culture,unavailable,unavailable,unavailable,platelet,unavailable,unavailable,thrombin,0.1 U/ml,18 h in figure; methods state 8 h,fractionation and mature-IL1B ELISA,unavailable,unavailable
CTX_aeb0218618294f39,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood-derived culture,healthy,unavailable,unavailable,CD8 T cell,initially naive; co-stimulated,unavailable,anti-CD3/anti-CD28 ± anti-CD27,bead-bound anti-CD27; antibody mass unavailable,3 days,REAP-seq,unavailable,day 3
CTX_af12b47c69a05577,Homo sapiens,unavailable,unavailable,unavailable,umbilical vein,unavailable,unavailable,unavailable,primary human umbilical vein endothelial cells (HUVEC),confluent; passage at most 2; no shear preconditioning,unavailable,HUVEC IL1B plus shear versus static IL1B; subsequent neutrophil flow adhesion,IL1B 0.1 ng/mL; conditioning shear 10 dyn/cm²; adhesion shear 2 dyn/cm²,HUVEC activation 8–24 h; neutrophil binding readout after 2 min,parallel-plate flow adhesion microscopy; adherent or rolling neutrophils per mm²,unavailable,HUVEC activation 8–24 h; neutrophil binding readout after 2 min
CTX_b0b5203692457e4a,Homo sapiens,unavailable,unavailable,unavailable,not applicable; cell-free,not applicable,unavailable,unavailable,not applicable; purified recombinant human ligands and receptor-Ig fusion proteins,plate-immobilized ligand,unavailable,LTα3 homotrimer with receptor-Ig fusion,serial titration; exact detection range unavailable,binding incubation duration unavailable,plate ligand/receptor-Ig ELISA,unavailable,binding incubation duration unavailable
CTX_b2eeeacb0fb9b2e1,Homo sapiens,British ancestry (author wording),unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,central-memory CD4+ T cell,unavailable,unavailable,CD3/CD28 activation study,1:2 Dynabead:cell ratio,"study spans resting control, 16 h, 40 h and 5 d; exact AIMP1 subcluster time unavailable",single-cell RNA-seq aggregated per donor/cluster; tensorQTL,unavailable,unavailable
CTX_b4e83cbed949d2c2,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,elutriated monocyte,LPS activated,unavailable,LPS,LPS 1 µg/mL; IL4 100 U/mL,24 hours,cytokine-specific supernatant ELISA,unavailable,24 hours
CTX_b782d5a6330f6966,Mus musculus,unavailable,11–15 weeks,female,inguinal lymph node,healthy,unavailable,experimental cytokine injection,NK cell,NK-c,young adult,Il1b injection,5 µg cytokine per mouse,4 hours,10x Genomics scRNA-seq,C57BL/6,4 hours
CTX_b790fad4c54f08c7,Homo sapiens,unavailable,adult target cells; fluid16–18weeks gestation,unavailable,adult peripheral blood target cells;amniotic fluid stimulus,unavailable,unavailable,unavailable,purified adult CD4+CD3+ T cells,unavailable,unavailable,amniotic fluid with antiIL16 orgoatIgG,antiIL16 10µg/mL;amniotic fluid1:10,45-min antibody/sample preincubation;2-h migration,"5µm-filter micro-Boyden chemotaxis;triplicate wells,5high-power fields;buffer background subtracted",unavailable,2h
CTX_bb13cd5796a35608,Homo sapiens,unavailable,unavailable,unavailable,umbilical vein; peripheral blood for neutrophil adhesion readout,unavailable,unavailable,unavailable,primary HUVEC monolayers; freshly isolated human neutrophils for adhesion endpoint,"primary cultures, tightly confluent for 24 h",unavailable,soluble IL6R with endogenous endothelial IL6,unavailable pending PDF micro-unit verification,4 h,culture-supernatant sandwich IL6 ELISA,unavailable,4 h
CTX_bc550ab86d25d646,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood-derived lymphocytes,unavailable,unavailable,10 d ex vivo IL2 culture; donor medication unavailable,peripheral blood lymphocyte,Donor-buffy-coat PBL cultured10 d with400 U/mL IL2,unavailable,CXCL10/IP10 concentration series,CXCL10 migration concentration series; graph values not digitized; IL2 400 U/mL for cultured arm only,10 d IL2 culture followed by60 min migration,"48-well NeuroProbe chambers;3 μm membrane;100,000 PBL/upper well;60 min37°C;5 fields counted;triplicate technical wells; no-chemoattractant control",unavailable,60 min migration endpoint
CTX_bde6c84fe6d47fe3,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,primary CD4+ T cell,unavailable,unavailable,DDX39B shRNA in previously CD3/CD28-activated T cells,unavailable,24-h collection without IL2 and puromycin after knockdown/selection,supernatant ELISA,unavailable,unavailable
CTX_c094afc97d0fcfc4,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,normal donors as described by study,unavailable,No IL5 priming in the extracted Figure 3–4 condition; donor medication unavailable,eosinophil,"Freshly isolated peripheral-blood eosinophils; CD16 microbead isolation, 99% purity",unavailable,CCL13 with or without anti-CCR3 7B11,10 nM CCL13; anti-CCR3 7B11 dose withheld for OCR ambiguity,Antibody precedes chemokine by 40 s; C5a control added 100 s after chemokine,Fura-2-loaded primary eosinophils; spectrofluorimeter calcium fluorescence,unavailable,Acute calcium tracing after ligand addition
CTX_c14ea444b8a84db1,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood; purification protocol comparison,unavailable,unavailable,unavailable,T lymphocyte,rapidly purified; no anti-CD3 stimulation,unavailable,Recombinant human CCL3,unavailable,unavailable,Microchemotaxis assay with extracellular-matrix/purification comparison,unavailable,unavailable
CTX_c3f02f7f07d62123,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,naive CD4+ T cell,unavailable,unavailable,pre-coated anti-CD3; soluble anti-CD28; IL7 co-stimulation,anti-CD3 10 micrograms/mL; anti-CD28 1 microgram/mL; IL7 5 ng/mL,unavailable,flow cytometry in 13 genotype-selected subjects,unavailable,unavailable
CTX_c7b0983764682c63,Homo sapiens,unavailable,"23,26,59 years","two female,one male",temporomandibular joint synovium,temporomandibular disorder,unavailable,unavailable,patient-derived synovial fibroblast,"primary outgrowth synovial fibroblasts, passages6–8;confluent cultures after24h in2%FBS",unavailable,IL17A,10 ng/mL,24 h,IL6 ELISA of conditioned medium,unavailable,24 h
CTX_c833aca395fc1041,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy; nonallergic,unavailable,unavailable,purified eosinophil,unavailable,unavailable,CSF2 (GM-CSF),10 ng/mL,6–24 h,Western blot of total eosinophil cell lysates,unavailable,detected by 6 h; maximal at 24 h
CTX_cb7b3069ec44579a,Mus musculus,unavailable,11–15 weeks,female,inguinal lymph node,healthy,unavailable,experimental cytokine injection,B cell,unavailable,young adult,Il4 injection,5 µg cytokine per mouse,4 hours,10x Genomics scRNA-seq,C57BL/6,4 hours
CTX_cf2962a2555cc651,Homo sapiens,European ancestry; US families explicitly non-Hispanic European descent; UK and Belgian populations,US case-control recruitment eligibility18-65years; no pooled age estimate imported,"US healthy comparators invited to match case sex, ancestry and similar age; no pooled sex estimate imported",peripheral blood,multiple sclerosis and comparison participants,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Whole-blood genomic DNA;TaqMan allelic discrimination onABI7900HT;pedigree disequilibrium test and logistic regression,rs6897932 CC versus CT/TT for recessive model; additive genotypes used in initial screening,unavailable
CTX_d157419dd15f3116,Homo sapiens,unavailable,unavailable,unavailable,cord blood,unavailable,unavailable,unavailable,NK cell,CD56-bright versus CD56-dim,neonatal,unavailable,1 µg antibody per staining test; not a cytokine dose,30 min antibody staining at 4°C; no cytokine perturbation,CITE-seq surface antibody-derived tags; RNA-defined NK cluster split by CD56 ADT; CLR-transformed ADT distributions,unavailable,cross-sectional CBMC profiling
CTX_d1fce06434a21107,Homo sapiens,unavailable,unavailable,unavailable,cell culture,unavailable,unavailable,unavailable,Jurkat T cell line,unavailable,unavailable,anti-CD3/CD28,unavailable,20 h stimulated assay,heterologous enhancer luciferase reporter,unavailable,unavailable
CTX_d30cf808aebdd1cd,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,NK cell with autologous monocyte-derived DC,CD56brightCD16-negative enriched response,unavailable,mature DC coculture; anti-IL12,blocking antibody concentration unavailable; monensin 2 micromolar,6 hours,intracellular anti-IFNG flow cytometry after fixation/permeabilization; 2 micromolar monensin; NK:DC ratio 10:1,unavailable,6 hours
CTX_d3710b9f929dd61e,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,purified eosinophil,unavailable,unavailable,wild-type IL5 concentration response,concentration series; exact full range unavailable,72 h,trypan-blue exclusion,unavailable,72 h
CTX_d392f27dd8c3ba97,Homo sapiens,unavailable,unavailable,unavailable,bone marrow,healthy,unavailable,unavailable,T lymphocyte,unavailable,unavailable,IL7 with versus without dasatinib,unavailable,unavailable,CyTOF phospho-antibody readout,unavailable,unavailable
CTX_d7007697129ae70c,Homo sapiens,unavailable,unavailable,unavailable,umbilical vein,unavailable,unavailable,unavailable,primary human umbilical vein endothelial cells (HUVEC),confluent; passage at most 2; no shear preconditioning,unavailable,recombinant human IL1B under static culture,0.1 ng/mL,4 h,nonpermeabilized fixed-cell BBIG-E5 immunofluorescence microscopy,unavailable,4 h
CTX_d72076e3f5dc15fc,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,mild allergic asthma,mild,No respiratory infection for≥1month; asthma donors used beta2 agonists on demand only,eosinophil,"Blood eosinophils purified by CD16 negative selection, >98.5%purity; IL5-primed and IL5 maintained throughout migration",unavailable,"CCL26 after15min IL5 priming, with IL5 maintained",CCL26 100 nM; IL5 10 ng/mL; antibody when used10 μg/mL in both chambers,18h kinetic observation,"24-well BioCoat Matrigel invasion chamber,8 μm pores;500 μL of1million cells/mL inRPMI10%FBS;Scepter counts; vehicle-subtracted percent net migration; technical duplicates",unavailable,"Figure2C: early0–6h,plateau6–12h,and second phase12–18h"
CTX_d796ed621a19482c,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,monocyte-derived mature dendritic cell,7-day differentiated DC; mRNA electroporated,unavailable,mRNA electroporation,10 µg IL15 mRNA with or without 10 µg IL15RA mRNA,2–72 hours,supernatant IL15 ELISA; eBioscience 88-7158-88,unavailable,peak 2–8 hours
CTX_d904fdc17ebc89b7,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,freshly elutriated monocytes,rested for 2 h in RPMI with 2% FBS,unavailable,recombinant IL13,10 ng/mL,15 min,intracellular anti-pSTAT6Y641 phospho-flow; baseline-subtracted median fluorescence,unavailable,15 min
CTX_da77ab5e2087543b,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,elutriated monocyte,LPS activated,unavailable,LPS,LPS 1 µg/mL; IL10 100 U/mL,7 hours,Northern blot,unavailable,7 hours
CTX_dfd3a9f5d14767bf,Homo sapiens,British/Irish; Icelandic,unavailable,unavailable,plasma,inflammatory bowel disease,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,Olink Explore 3072 versus SomaScan v4,unavailable,unavailable
CTX_e1d773705c75adab,Homo sapiens,unavailable,unavailable,unavailable,blood-derived culture,unavailable,unavailable,unavailable,platelet,fibrin-associated,unavailable,thrombin,0.1 U/ml,8 h,ELISA; 35S labeling and immunoprecipitation,unavailable,unavailable
CTX_e3ecc915250050c7,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,No allergy/asthma history; no respiratory infection for≥1month; medications unavailable,eosinophil,"Blood eosinophils purified by CD16 negative selection, >98.5%purity; IL5-primed and IL5 maintained throughout migration",unavailable,CCL26 with or without antiCCR3 clone61828/7B11 after IL5 priming,CCL26 100 nM; IL5 10 ng/mL; antibody when used10 μg/mL in both chambers,IL5 priming15min; Figure5 antibody added10min before ligand;18h migration endpoint,"24-well BioCoat Matrigel invasion chamber,8 μm pores;500 μL of1million cells/mL inRPMI10%FBS;Scepter counts; vehicle-subtracted percent net migration; technical duplicates",unavailable,18 h only for healthy-donor Figure5 blockade
CTX_e4951b75227a6980,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,"lymphocyte preparation,>85%CD3+",preconditioned with weakPHA,unavailable,PHApreconditioning followedbyIL2,PHA0.7µg/mL;Figure3IL2condition200U/mL;Table1dose/timing labels inconsistent,Figure3preconditioning24h thenIL2 next24h,propidium-iodide DNA-content flow cytometry;S+G2+M fraction,unavailable,48h overall
CTX_e4ef32a8a7bccc61,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,PHA-activated T-cell blast,day3 after PHA stimulation,unavailable,IL12,2.5 ng/mL IL12,20 minutes,EMSA with STAT4 supershift,control; IL12RB1 surface expression,20 minutes
CTX_ed5753bd7090c0c5,Homo sapiens,unavailable,unavailable,unavailable,bone marrow,healthy,unavailable,unavailable,mature B lymphocyte,IL3RA-positive,unavailable,IFN-alpha,unavailable,unavailable,CyTOF phospho-antibody readout,unavailable,unavailable
CTX_f0266b3c6e6ce874,Mus musculus,unavailable,unavailable,unavailable,spleen and peripheral lymph nodes,no induced disease,unavailable,unavailable,naive CD4+ CD62L+ CD44- T cell,unavailable,unavailable,plate-bound anti-CD3/CD28,unavailable,24 h,CRISPR knock-in followed by flow cytometry,C57BL/6; homozygous SNP knock-in versus wild-type littermates,day 1
CTX_f02abebab5d48215,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,CD14+ monocytes gated in PBMC,unavailable,unavailable,TNF,10 ng/mL,24 h,surface flow cytometry; genotype association,unavailable,24 h
CTX_f06f874d93de1468,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,neutrophil,baseline purified cells,unavailable,unavailable,unavailable,unavailable,RNA-seq isoform sQTL mapping,unavailable,unavailable
CTX_f084ceabfafbb9bf,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,primary CD4+ T cell,unavailable,unavailable,anti-CD3/CD28 activation followed by DDX39B shRNA,activation anti-CD3 50 ng/mL and anti-CD28 100 ng/mL; culture IL2 100 ng/mL,48 h preactivation; 72 h transduction; 96 h selection; 24 h without IL2/puromycin before collection,lentiviral shRNA; RT-PCR; DDX39B western blot,donors rs6897932 CC or CT,unavailable
CTX_f18f3f79a32ab5ae,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,unavailable,unavailable,unavailable,monocytes in PBMC preparation for migration; isolated monocytes for binding,freshly isolated; no additional activation assigned to migration/binding arms,unavailable,VEGFA165 preparation immunoadsorbed with anti-VEGF versus preimmune serum,10 ng/mL VEGFA165 before adsorption,90 min migration assay,immunoadsorption followed by microchamber migration,unavailable,90 min migration assay
CTX_f3e507c8140ad4af,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,monocyte-derived mature dendritic cell,7-day differentiated DC; mRNA electroporated,unavailable,mRNA electroporation,10 µg IL15 mRNA with or without 10 µg IL15RA mRNA,2–72 hours,surface flow cytometry; anti-IL15-PE,unavailable,"2,4,8,24,48,72 hours"
CTX_f6357345a82f7b1d,Homo sapiens,unavailable,unavailable,unavailable,peripheral blood,normal donors as described by study,unavailable,No IL5 priming in the extracted Figure 3–4 condition; donor medication unavailable,eosinophil,"Freshly isolated peripheral-blood eosinophils; CD16 microbead isolation, 99% purity",unavailable,CCL13 with or without anti-CCR3 7B11,"Optimal chemokine concentration, usually 12.5 nM according to Figure 3; exact ligand-specific concentration not separately reported",1.5 h,ECV304 transendothelial migration; 1 million eosinophils in top chamber; migrated-cell flow counts,unavailable,1.5 h migration endpoint
CTX_fbceb088983b9d2c,Homo sapiens,European,unavailable,unavailable,peripheral blood,healthy,unavailable,unavailable,CD14+ monocyte,unavailable,unavailable,LPS,20 ng/mL,2 h versus 24 h,expression microarray and cis-eQTL mapping,unavailable,unavailable
