change_id,prior_id,previous_version,new_version,previous_parameters,new_parameters,reason
CHANGE_PRIOR_C-A15_protein_availability,PRIOR_C-A15_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A15_temporal,PRIOR_C-A15_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_context_specific,PRIOR_C-A16_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_1ec0509ad81b415c""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_direction,PRIOR_C-A16_direction,unavailable,0.1.0,unavailable,"{""alpha"":[3.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_effect_class,PRIOR_C-A16_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""increase""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_existence,PRIOR_C-A16_existence,unavailable,0.1.0,unavailable,"{""alpha"":3.0,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_expression,PRIOR_C-A16_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_genetic_modifier,PRIOR_C-A16_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_human_transportability,PRIOR_C-A16_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_magnitude,PRIOR_C-A16_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_protein_availability,PRIOR_C-A16_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A16_temporal,PRIOR_C-A16_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_context_specific,PRIOR_C-A17_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_a6d731c93600752c""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_direction,PRIOR_C-A17_direction,unavailable,0.1.0,unavailable,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_effect_class,PRIOR_C-A17_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""increase""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_existence,PRIOR_C-A17_existence,unavailable,0.1.0,unavailable,"{""alpha"":2.0,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_expression,PRIOR_C-A17_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_genetic_modifier,PRIOR_C-A17_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_human_transportability,PRIOR_C-A17_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_magnitude,PRIOR_C-A17_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_protein_availability,PRIOR_C-A17_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A17_temporal,PRIOR_C-A17_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_context_specific,PRIOR_C-A18_context_specific,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_direction,PRIOR_C-A18_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_effect_class,PRIOR_C-A18_effect_class,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_existence,PRIOR_C-A18_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_expression,PRIOR_C-A18_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_genetic_modifier,PRIOR_C-A18_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_human_transportability,PRIOR_C-A18_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_magnitude,PRIOR_C-A18_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_protein_availability,PRIOR_C-A18_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A18_temporal,PRIOR_C-A18_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_context_specific,PRIOR_C-A19_context_specific,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_direction,PRIOR_C-A19_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_effect_class,PRIOR_C-A19_effect_class,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_existence,PRIOR_C-A19_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_expression,PRIOR_C-A19_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_genetic_modifier,PRIOR_C-A19_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_human_transportability,PRIOR_C-A19_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_magnitude,PRIOR_C-A19_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_protein_availability,PRIOR_C-A19_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A19_temporal,PRIOR_C-A19_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_context_specific,PRIOR_C-A20_context_specific,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_direction,PRIOR_C-A20_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_effect_class,PRIOR_C-A20_effect_class,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_existence,PRIOR_C-A20_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_expression,PRIOR_C-A20_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_genetic_modifier,PRIOR_C-A20_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_human_transportability,PRIOR_C-A20_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_magnitude,PRIOR_C-A20_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_protein_availability,PRIOR_C-A20_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A20_temporal,PRIOR_C-A20_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_context_specific,PRIOR_C-A21_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_1b5c3d1313ec7ad8""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_direction,PRIOR_C-A21_direction,unavailable,0.1.0,unavailable,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_effect_class,PRIOR_C-A21_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""increase""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_existence,PRIOR_C-A21_existence,unavailable,0.1.0,unavailable,"{""alpha"":2.0,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_expression,PRIOR_C-A21_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_genetic_modifier,PRIOR_C-A21_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_human_transportability,PRIOR_C-A21_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_magnitude,PRIOR_C-A21_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_protein_availability,PRIOR_C-A21_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A21_temporal,PRIOR_C-A21_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_context_specific,PRIOR_C-A22_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_a220d0b83932c1f7""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_direction,PRIOR_C-A22_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_effect_class,PRIOR_C-A22_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""null""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_existence,PRIOR_C-A22_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_expression,PRIOR_C-A22_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_genetic_modifier,PRIOR_C-A22_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_human_transportability,PRIOR_C-A22_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_magnitude,PRIOR_C-A22_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_protein_availability,PRIOR_C-A22_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A22_temporal,PRIOR_C-A22_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_context_specific,PRIOR_C-A23_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_6af433622b38141d""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_direction,PRIOR_C-A23_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_effect_class,PRIOR_C-A23_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""null""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_existence,PRIOR_C-A23_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_expression,PRIOR_C-A23_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_genetic_modifier,PRIOR_C-A23_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_human_transportability,PRIOR_C-A23_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_magnitude,PRIOR_C-A23_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_protein_availability,PRIOR_C-A23_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A23_temporal,PRIOR_C-A23_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_context_specific,PRIOR_C-A24_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_e4ef32a8a7bccc61""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_direction,PRIOR_C-A24_direction,unavailable,0.1.0,unavailable,"{""alpha"":[2.5,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_effect_class,PRIOR_C-A24_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""increase""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_existence,PRIOR_C-A24_existence,unavailable,0.1.0,unavailable,"{""alpha"":2.5,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_expression,PRIOR_C-A24_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_genetic_modifier,PRIOR_C-A24_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_human_transportability,PRIOR_C-A24_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_magnitude,PRIOR_C-A24_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_protein_availability,PRIOR_C-A24_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A24_temporal,PRIOR_C-A24_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_context_specific,PRIOR_C-A25_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_da77ab5e2087543b""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_direction,PRIOR_C-A25_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_effect_class,PRIOR_C-A25_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""null""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_existence,PRIOR_C-A25_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_expression,PRIOR_C-A25_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_genetic_modifier,PRIOR_C-A25_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_human_transportability,PRIOR_C-A25_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_magnitude,PRIOR_C-A25_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_protein_availability,PRIOR_C-A25_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_C-A25_temporal,PRIOR_C-A25_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_context_specific,PRIOR_G-A001_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_7d613a90b6edd110""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_direction,PRIOR_G-A001_direction,unavailable,0.1.0,unavailable,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_effect_class,PRIOR_G-A001_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""mixed""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_existence,PRIOR_G-A001_existence,unavailable,0.1.0,unavailable,"{""alpha"":1.5,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_expression,PRIOR_G-A001_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_genetic_modifier,PRIOR_G-A001_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_human_transportability,PRIOR_G-A001_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_magnitude,PRIOR_G-A001_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_protein_availability,PRIOR_G-A001_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A001_temporal,PRIOR_G-A001_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_context_specific,PRIOR_G-A002_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_82e7e21289fdd9eb""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_direction,PRIOR_G-A002_direction,unavailable,0.1.0,unavailable,"{""alpha"":[1.5,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_effect_class,PRIOR_G-A002_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""increase""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_existence,PRIOR_G-A002_existence,unavailable,0.1.0,unavailable,"{""alpha"":1.5,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_expression,PRIOR_G-A002_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_genetic_modifier,PRIOR_G-A002_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_human_transportability,PRIOR_G-A002_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_magnitude,PRIOR_G-A002_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_protein_availability,PRIOR_G-A002_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A002_temporal,PRIOR_G-A002_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_context_specific,PRIOR_G-A003_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_75630eed91819500""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_direction,PRIOR_G-A003_direction,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_effect_class,PRIOR_G-A003_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""null""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_existence,PRIOR_G-A003_existence,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_expression,PRIOR_G-A003_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_genetic_modifier,PRIOR_G-A003_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_human_transportability,PRIOR_G-A003_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_magnitude,PRIOR_G-A003_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_protein_availability,PRIOR_G-A003_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A003_temporal,PRIOR_G-A003_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_context_specific,PRIOR_G-A004_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_fbceb088983b9d2c""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_direction,PRIOR_G-A004_direction,unavailable,0.1.0,unavailable,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_effect_class,PRIOR_G-A004_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""association""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_existence,PRIOR_G-A004_existence,unavailable,0.1.0,unavailable,"{""alpha"":1.5,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_expression,PRIOR_G-A004_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_genetic_modifier,PRIOR_G-A004_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_human_transportability,PRIOR_G-A004_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_magnitude,PRIOR_G-A004_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_protein_availability,PRIOR_G-A004_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A004_temporal,PRIOR_G-A004_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_context_specific,PRIOR_G-A005_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_d1fce06434a21107""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_direction,PRIOR_G-A005_direction,unavailable,0.1.0,unavailable,"{""alpha"":[1.0,3.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_effect_class,PRIOR_G-A005_effect_class,unavailable,0.1.0,unavailable,"{""observed_direction"":""decrease""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_existence,PRIOR_G-A005_existence,unavailable,0.1.0,unavailable,"{""alpha"":3.0,""beta"":1.0}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_expression,PRIOR_G-A005_expression,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_genetic_modifier,PRIOR_G-A005_genetic_modifier,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_human_transportability,PRIOR_G-A005_human_transportability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_magnitude,PRIOR_G-A005_magnitude,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_protein_availability,PRIOR_G-A005_protein_availability,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A005_temporal,PRIOR_G-A005_temporal,unavailable,0.1.0,unavailable,{},Greenfield initial evidence-derived parameter record; no inherited statistical prior.
CHANGE_PRIOR_G-A006_context_specific,PRIOR_G-A006_context_specific,unavailable,0.1.0,unavailable,"{""context_id"":""CTX_8d9c6d575f19e6c3""}",Greenfield initial evidence-derived parameter record; no inherited statistical prior.
