inventory_id,uniprot_accession,entry_name,gene_symbol,gene_aliases,protein_names,species,taxon_id,resource_annotation_status,inventory_status,query_id,keyword_ids,go_ids,source_url,snapshot_path,snapshot_sha256,biological_evidence_status
CYT_D0EYG7,D0EYG7,D0EYG7_HUMAN,IL7,IL7,Interleukin-7,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732,GO:0005139; GO:0005576; GO:0006955; GO:0008083,https://www.uniprot.org/uniprotkb/D0EYG7,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D3YR72,D3YR72,D3YR72_HUMAN,GDF5,GDF5,GDF5,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732,GO:0005576; GO:0008083; GO:0090092,https://www.uniprot.org/uniprotkb/D3YR72,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D3YR76,D3YR76,D3YR76_HUMAN,GDF5,GDF5,GDF5,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732,GO:0005576; GO:0008083; GO:0090092,https://www.uniprot.org/uniprotkb/D3YR76,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D3YR87,D3YR87,D3YR87_HUMAN,GDF5,GDF5,GDF5,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732,GO:0005576; GO:0008083; GO:0090092,https://www.uniprot.org/uniprotkb/D3YR87,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D3YRA6,D3YRA6,D3YRA6_HUMAN,GDF5,GDF5,GDF5,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732,GO:0005576; GO:0008083; GO:0090092,https://www.uniprot.org/uniprotkb/D3YRA6,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D3YRI8,D3YRI8,D3YRI8_HUMAN,GDF5,GDF5,GDF5,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732,GO:0005576; GO:0008083; GO:0090092,https://www.uniprot.org/uniprotkb/D3YRI8,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D4HNR6,D4HNR6,D4HNR6_HUMAN,IL4,IL4 hCG_24113,Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (Lymphocyte stimulatory factor 1),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0075; KW-0202; KW-1015; KW-0325; KW-0339; KW-0964; KW-0732,GO:0005136; GO:0005576; GO:0006955; GO:0008083; GO:0010628; GO:0030335; GO:0042113; GO:0051239,https://www.uniprot.org/uniprotkb/D4HNR6,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D6RC73,D6RC73,D6RC73_HUMAN,CCL28,CCL28,C-C motif chemokine ligand 28,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005576; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/D6RC73,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D6RF92,D6RF92,D6RF92_HUMAN,CXCL6,CXCL6,C-X-C motif chemokine,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0145; KW-0202; KW-1015; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005576; GO:0006952; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/D6RF92,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D7RVA3,D7RVA3,D7RVA3_HUMAN,CSF3,CSF3,Granulocyte colony-stimulating factor,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0964,GO:0005125; GO:0005576; GO:0006955; GO:0045639,https://www.uniprot.org/uniprotkb/D7RVA3,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_D9MX03,D9MX03,D9MX03_HUMAN,unavailable,,Interleukin 17A,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0964; KW-0732,GO:0005125; GO:0005576,https://www.uniprot.org/uniprotkb/D9MX03,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_E2JF13,E2JF13,E2JF13_HUMAN,unavailable,,IFN-lambda1,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0051; KW-0202; KW-1015; KW-0964; KW-0732,GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607,https://www.uniprot.org/uniprotkb/E2JF13,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_E7ENE1,E7ENE1,E7ENE1_HUMAN,IL12A,IL12A,Interleukin-12 subunit alpha (IL-12A),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005143; GO:0006955; GO:0008083; GO:0032946; GO:0042163; GO:0043514; GO:0046982,https://www.uniprot.org/uniprotkb/E7ENE1,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_E9PGR3,E9PGR3,E9PGR3_HUMAN,IL12A,IL12A,Interleukin-12 subunit alpha (IL-12A),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005143; GO:0006955; GO:0008083; GO:0032946; GO:0042163; GO:0043514; GO:0046982,https://www.uniprot.org/uniprotkb/E9PGR3,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_E9PJA2,E9PJA2,E9PJA2_HUMAN,CSF1,CSF1,Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133,GO:0002684; GO:0005125; GO:0005576; GO:0005886; GO:0008083; GO:0030316; GO:0030335; GO:0042802,https://www.uniprot.org/uniprotkb/E9PJA2,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_E9PKP4,E9PKP4,E9PKP4_HUMAN,CSF1,CSF1,Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133,GO:0002684; GO:0005125; GO:0005576; GO:0005886; GO:0008083; GO:0030316; GO:0030335; GO:0042802,https://www.uniprot.org/uniprotkb/E9PKP4,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_E9PQ08,E9PQ08,E9PQ08_HUMAN,CSF1,CSF1,Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133,GO:0002684; GO:0005125; GO:0005576; GO:0005886; GO:0008083; GO:0030316; GO:0030335; GO:0042802,https://www.uniprot.org/uniprotkb/E9PQ08,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F1JZ09,F1JZ09,F1JZ09_HUMAN,unavailable,,Mutant IL-17F,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0395; KW-0964; KW-0732,GO:0005125; GO:0005576; GO:0006954; GO:0097400; GO:1903557; GO:2000340,https://www.uniprot.org/uniprotkb/F1JZ09,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F1T0J1,F1T0J1,F1T0J1_HUMAN,GDF5,GDF5,Growth/differentiation factor 5 (Bone morphogenetic protein 14),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0891; KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-0472; KW-0964; KW-0732,GO:0005102; GO:0005576; GO:0005886; GO:0007178; GO:0008083; GO:0009612; GO:0032332; GO:0043524; GO:0043932; GO:0045666; GO:0090092,https://www.uniprot.org/uniprotkb/F1T0J1,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F6MF51,F6MF51,F6MF51_HUMAN,unavailable,,Macrophage colony-stimulating factor 1 (Proteoglycan macrophage colony-stimulating factor),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0325; KW-0339; KW-0391; KW-0395; KW-0399; KW-0472; KW-0654; KW-0964; KW-0732; KW-0812; KW-1133,GO:0002684; GO:0005125; GO:0005576; GO:0005886; GO:0008083; GO:0030316; GO:0030335; GO:0042802,https://www.uniprot.org/uniprotkb/F6MF51,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F6U4X5,F6U4X5,F6U4X5_HUMAN,IL7,IL7,Interleukin-7,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732,,https://www.uniprot.org/uniprotkb/F6U4X5,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F6V1T2,F6V1T2,F6V1T2_HUMAN,CSF3,CSF3,Granulocyte colony-stimulating factor,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732,,https://www.uniprot.org/uniprotkb/F6V1T2,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F6VWX4,F6VWX4,F6VWX4_HUMAN,IL6,IL6,Interleukin-6,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0011; KW-0202; KW-1015; KW-0339; KW-1267; KW-1185; KW-0964,,https://www.uniprot.org/uniprotkb/F6VWX4,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F6W631,F6W631,F6W631_HUMAN,IL7,IL7,Interleukin-7,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0339; KW-1185; KW-0964; KW-0732,,https://www.uniprot.org/uniprotkb/F6W631,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F6X5E6,F6X5E6,F6X5E6_HUMAN,CD40LG,CD40LG,CD40 ligand (CD40-L) (Tumor necrosis factor ligand superfamily member 5),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0735; KW-0812; KW-1133,,https://www.uniprot.org/uniprotkb/F6X5E6,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F8VWI0,F8VWI0,F8VWI0_HUMAN,CCL25,CCL25,C-C motif chemokine ligand 25,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1185; KW-0732,GO:0005576; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/F8VWI0,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F8W6L1,F8W6L1,F8W6L1_HUMAN,THPO,THPO,Thrombopoietin,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-0372; KW-1185; KW-0964; KW-0732,GO:0005125; GO:0005179; GO:0005576; GO:0008283,https://www.uniprot.org/uniprotkb/F8W6L1,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_F8W6U2,F8W6U2,F8W6U2_HUMAN,TNFSF12,TNFSF12,TNF superfamily member 12,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1015; KW-0325; KW-1267; KW-1185; KW-0964,,https://www.uniprot.org/uniprotkb/F8W6U2,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_G9C945,G9C945,G9C945_HUMAN,unavailable,,Interferon-lambda-1,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0051; KW-0202; KW-1015; KW-0964; KW-0732,GO:0005125; GO:0005576; GO:0007259; GO:0050778; GO:0051607,https://www.uniprot.org/uniprotkb/G9C945,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_G9JKF1,G9JKF1,G9JKF1_HUMAN,unavailable,,Interferon alpha 1,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0051; KW-0202; KW-1015; KW-0964; KW-0732,GO:0005126; GO:0005576; GO:0006952,https://www.uniprot.org/uniprotkb/G9JKF1,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H0Y3U4,H0Y3U4,H0Y3U4_HUMAN,ALKAL2,ALKAL2,ALK and LTK ligand 2,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-0202; KW-1015; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005576; GO:0005886; GO:0030298; GO:0030971,https://www.uniprot.org/uniprotkb/H0Y3U4,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H0YI30,H0YI30,H0YI30_HUMAN,GDF11,GDF11,Growth/differentiation factor 11 (Bone morphogenetic protein 11),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0165; KW-0202; KW-1015; KW-0325; KW-0339; KW-1267; KW-1185; KW-0964; KW-0732,GO:0005102; GO:0005576; GO:0008083,https://www.uniprot.org/uniprotkb/H0YI30,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H0YKB7,H0YKB7,H0YKB7_HUMAN,IL16,IL16,Interleukin 16,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0963; KW-0539; KW-0597; KW-1267; KW-1185; KW-0677; KW-0964,GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930,https://www.uniprot.org/uniprotkb/H0YKB7,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H0YLH9,H0YLH9,H0YLH9_HUMAN,IL16,IL16,Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)],Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0145; KW-0202; KW-0963; KW-0539; KW-1267; KW-1185; KW-0677; KW-0964; KW-0804; KW-0805,GO:0005125; GO:0005576; GO:0005829; GO:0016607; GO:0050930,https://www.uniprot.org/uniprotkb/H0YLH9,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H0YLL1,H0YLL1,H0YLL1_HUMAN,IL16,IL16,Interleukin 16,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0963; KW-0539; KW-0597; KW-1267; KW-1185; KW-0677; KW-0964,GO:0005125; GO:0005576; GO:0005829; GO:0016607; GO:0050930,https://www.uniprot.org/uniprotkb/H0YLL1,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H3BN12,H3BN12,H3BN12_HUMAN,IL16,IL16,Interleukin 16,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1267; KW-1185,GO:0005125; GO:0050930,https://www.uniprot.org/uniprotkb/H3BN12,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H3BSR6,H3BSR6,H3BSR6_HUMAN,CX3CL1,CX3CL1,C-X3-C motif chemokine ligand 1,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0145; KW-0202; KW-1015; KW-0395; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133,GO:0005576; GO:0005886; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/H3BSR6,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H3BT15,H3BT15,H3BT15_HUMAN,IL16,IL16,Interleukin 16,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0963; KW-0539; KW-0597; KW-1267; KW-1185; KW-0677; KW-0964,GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930,https://www.uniprot.org/uniprotkb/H3BT15,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_H7BY18,H7BY18,H7BY18_HUMAN,CSF1,CSF1,Colony stimulating factor 1,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1267; KW-1185; KW-0964; KW-0732,GO:0005125; GO:0005886; GO:0008083,https://www.uniprot.org/uniprotkb/H7BY18,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_I3L333,I3L333,I3L333_HUMAN,CXCL16,CXCL16,C-X-C motif chemokine 16 (Transmembrane chemokine CXCL16),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0145; KW-0202; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0732; KW-0812; KW-1133,GO:0005041; GO:0005044; GO:0006898; GO:0008009; GO:0016020; GO:0030307; GO:0030335; GO:0034341; GO:0034612; GO:0048247,https://www.uniprot.org/uniprotkb/I3L333,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_I4AY87,I4AY87,I4AY87_HUMAN,unavailable,,Macrophage migration inhibitory factor (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome isomerase) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase),Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-0963; KW-0391; KW-0395; KW-0399; KW-0413; KW-0964,GO:0002020; GO:0002906; GO:0004167; GO:0005125; GO:0005576; GO:0005829; GO:0031666; GO:0032308; GO:0033033; GO:0043518; GO:0045089; GO:0048146; GO:0050178; GO:0061081; GO:0070374; GO:0090238; GO:2000343,https://www.uniprot.org/uniprotkb/I4AY87,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_I7GGY3,I7GGY3,I7GGY3_HUMAN,IL16,IL16,Pro-interleukin-16 [Cleaved into: Interleukin-16 (IL-16) (Lymphocyte chemoattractant factor) (LCF)],Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0145; KW-0202; KW-0963; KW-0539; KW-0597; KW-0677; KW-0964; KW-0804; KW-0805,GO:0002376; GO:0005102; GO:0005125; GO:0005576; GO:0005634; GO:0005737; GO:0050930,https://www.uniprot.org/uniprotkb/I7GGY3,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_J3KRT7,J3KRT7,J3KRT7_HUMAN,CCL2,CCL2,C-C motif chemokine ligand 2,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-0202; KW-1267; KW-1185; KW-0732,GO:0005576; GO:0006955; GO:0008009,https://www.uniprot.org/uniprotkb/J3KRT7,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_J3KS40,J3KS40,J3KS40_HUMAN,SECTM1,SECTM1,Secreted and transmembrane 1,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1267; KW-1185; KW-0732,GO:0005125; GO:0006955,https://www.uniprot.org/uniprotkb/J3KS40,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_J3KSN0,J3KSN0,J3KSN0_HUMAN,SECTM1,SECTM1,Protein K-12,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133,GO:0005125; GO:0005576; GO:0005886; GO:0006955,https://www.uniprot.org/uniprotkb/J3KSN0,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_J3KTH8,J3KTH8,J3KTH8_HUMAN,CSF3,CSF3,Granulocyte colony-stimulating factor,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1267; KW-1185; KW-0964; KW-0732,GO:0005125; GO:0005576; GO:0006955; GO:0045639,https://www.uniprot.org/uniprotkb/J3KTH8,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_J3KTR4,J3KTR4,J3KTR4_HUMAN,SECTM1,SECTM1,Protein K-12,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133,GO:0005125; GO:0005576; GO:0005886; GO:0006955,https://www.uniprot.org/uniprotkb/J3KTR4,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
CYT_J3QKK2,J3QKK2,J3QKK2_HUMAN,SECTM1,SECTM1,Protein K-12,Homo sapiens,9606,unreviewed,unreviewed_discovery_candidate,CYTINV_UNREVIEWED,KW-1003; KW-1015; KW-0325; KW-0472; KW-1267; KW-1185; KW-0964; KW-0732; KW-0812; KW-1133,GO:0005125; GO:0005576; GO:0005886; GO:0006955,https://www.uniprot.org/uniprotkb/J3QKK2,research/cytokine_inventory/snapshots/uniprot_unreviewed.tsv,51186f59c5601c902169958ce636bd0615785a5191221b57c998ea9c0d892852,inventory_only_no_assertion_or_prior
