prior_id,assertion_id,parameter_family,distribution,parameters,estimate,estimate_without_journal,independent_groups,calibration_status,availability,rationale
PRIOR_C-A16_existence,C-A16,existence,Beta,"{""alpha"":3.0,""beta"":1.0}",0.75,0.75,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A16_expression,C-A16,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_genetic_modifier,C-A16,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_human_transportability,C-A16,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_magnitude,C-A16,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_protein_availability,C-A16,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A16_temporal,C-A16,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_context_specific,C-A17,context_specific,categorical_annotation,"{""context_id"":""CTX_a6d731c93600752c""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A17_direction,C-A17,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_C-A17_effect_class,C-A17,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A17_existence,C-A17,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A17_expression,C-A17,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_genetic_modifier,C-A17,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_human_transportability,C-A17,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_magnitude,C-A17,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_protein_availability,C-A17,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A17_temporal,C-A17,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A18_context_specific,C-A18,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_direction,C-A18,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_effect_class,C-A18,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_existence,C-A18,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_expression,C-A18,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_genetic_modifier,C-A18,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_human_transportability,C-A18,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_magnitude,C-A18,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_protein_availability,C-A18,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A18_temporal,C-A18,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_context_specific,C-A19,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_direction,C-A19,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_effect_class,C-A19,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_existence,C-A19,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_expression,C-A19,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_genetic_modifier,C-A19,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_human_transportability,C-A19,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_magnitude,C-A19,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_protein_availability,C-A19,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A19_temporal,C-A19,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_context_specific,C-A20,context_specific,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_direction,C-A20,direction,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_effect_class,C-A20,effect_class,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_existence,C-A20,existence,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_expression,C-A20,expression,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_genetic_modifier,C-A20,genetic_modifier,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_human_transportability,C-A20,human_transportability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_magnitude,C-A20,magnitude,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_protein_availability,C-A20,protein_availability,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A20_temporal,C-A20,temporal,unavailable,{},,,0,uncalibrated,withheld,Contested/incomplete extraction withheld.
PRIOR_C-A21_context_specific,C-A21,context_specific,categorical_annotation,"{""context_id"":""CTX_1b5c3d1313ec7ad8""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A21_direction,C-A21,direction,Dirichlet,"{""alpha"":[2.0,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_C-A21_effect_class,C-A21,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A21_existence,C-A21,existence,Beta,"{""alpha"":2.0,""beta"":1.0}",0.6666666666666666,0.6666666666666666,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A21_expression,C-A21,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A21_genetic_modifier,C-A21,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A21_human_transportability,C-A21,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A21_magnitude,C-A21,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A21_protein_availability,C-A21,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A21_temporal,C-A21,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A22_context_specific,C-A22,context_specific,categorical_annotation,"{""context_id"":""CTX_a220d0b83932c1f7""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A22_direction,C-A22,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A22_effect_class,C-A22,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A22_existence,C-A22,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A22_expression,C-A22,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A22_genetic_modifier,C-A22,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A22_human_transportability,C-A22,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A22_magnitude,C-A22,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A22_protein_availability,C-A22,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A22_temporal,C-A22,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A23_context_specific,C-A23,context_specific,categorical_annotation,"{""context_id"":""CTX_6af433622b38141d""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A23_direction,C-A23,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A23_effect_class,C-A23,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A23_existence,C-A23,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A23_expression,C-A23,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A23_genetic_modifier,C-A23,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A23_human_transportability,C-A23,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A23_magnitude,C-A23,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A23_protein_availability,C-A23,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A23_temporal,C-A23,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A24_context_specific,C-A24,context_specific,categorical_annotation,"{""context_id"":""CTX_e4ef32a8a7bccc61""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A24_direction,C-A24,direction,Dirichlet,"{""alpha"":[2.5,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_C-A24_effect_class,C-A24,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A24_existence,C-A24,existence,Beta,"{""alpha"":2.5,""beta"":1.0}",0.7142857142857143,0.7142857142857143,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_C-A24_expression,C-A24,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A24_genetic_modifier,C-A24,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A24_human_transportability,C-A24,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A24_magnitude,C-A24,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A24_protein_availability,C-A24,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A24_temporal,C-A24,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A25_context_specific,C-A25,context_specific,categorical_annotation,"{""context_id"":""CTX_da77ab5e2087543b""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A25_direction,C-A25,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A25_effect_class,C-A25,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_C-A25_existence,C-A25,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A25_expression,C-A25,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A25_genetic_modifier,C-A25,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A25_human_transportability,C-A25,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A25_magnitude,C-A25,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A25_protein_availability,C-A25,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_C-A25_temporal,C-A25,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A001_context_specific,G-A001,context_specific,categorical_annotation,"{""context_id"":""CTX_7d613a90b6edd110""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A001_direction,G-A001,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A001_effect_class,G-A001,effect_class,categorical_annotation,"{""observed_direction"":""mixed""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A001_existence,G-A001,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A001_expression,G-A001,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A001_genetic_modifier,G-A001,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A001_human_transportability,G-A001,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A001_magnitude,G-A001,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A001_protein_availability,G-A001,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A001_temporal,G-A001,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A002_context_specific,G-A002,context_specific,categorical_annotation,"{""context_id"":""CTX_82e7e21289fdd9eb""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A002_direction,G-A002,direction,Dirichlet,"{""alpha"":[1.5,1.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A002_effect_class,G-A002,effect_class,categorical_annotation,"{""observed_direction"":""increase""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A002_existence,G-A002,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A002_expression,G-A002,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A002_genetic_modifier,G-A002,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A002_human_transportability,G-A002,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A002_magnitude,G-A002,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A002_protein_availability,G-A002,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A002_temporal,G-A002,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A003_context_specific,G-A003,context_specific,categorical_annotation,"{""context_id"":""CTX_75630eed91819500""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A003_direction,G-A003,direction,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A003_effect_class,G-A003,effect_class,categorical_annotation,"{""observed_direction"":""null""}",,,0,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A003_existence,G-A003,existence,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A003_expression,G-A003,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A003_genetic_modifier,G-A003,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A003_human_transportability,G-A003,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A003_magnitude,G-A003,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A003_protein_availability,G-A003,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A003_temporal,G-A003,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A004_context_specific,G-A004,context_specific,categorical_annotation,"{""context_id"":""CTX_fbceb088983b9d2c""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A004_direction,G-A004,direction,Dirichlet,"{""alpha"":[1.0,1.0,1.5],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A004_effect_class,G-A004,effect_class,categorical_annotation,"{""observed_direction"":""association""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A004_existence,G-A004,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A004_expression,G-A004,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A004_genetic_modifier,G-A004,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A004_human_transportability,G-A004,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A004_magnitude,G-A004,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A004_protein_availability,G-A004,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A004_temporal,G-A004,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A005_context_specific,G-A005,context_specific,categorical_annotation,"{""context_id"":""CTX_d1fce06434a21107""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A005_direction,G-A005,direction,Dirichlet,"{""alpha"":[1.0,3.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A005_effect_class,G-A005,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A005_existence,G-A005,existence,Beta,"{""alpha"":3.0,""beta"":1.0}",0.75,0.75,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A005_expression,G-A005,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A005_genetic_modifier,G-A005,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A005_human_transportability,G-A005,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A005_magnitude,G-A005,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A005_protein_availability,G-A005,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A005_temporal,G-A005,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A006_context_specific,G-A006,context_specific,categorical_annotation,"{""context_id"":""CTX_8d9c6d575f19e6c3""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A006_direction,G-A006,direction,Dirichlet,"{""alpha"":[1.0,1.5,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A006_effect_class,G-A006,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A006_existence,G-A006,existence,Beta,"{""alpha"":1.5,""beta"":1.0}",0.6,0.6,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A006_expression,G-A006,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A006_genetic_modifier,G-A006,genetic_modifier,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A006_human_transportability,G-A006,human_transportability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A006_magnitude,G-A006,magnitude,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A006_protein_availability,G-A006,protein_availability,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A006_temporal,G-A006,temporal,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
PRIOR_G-A007_context_specific,G-A007,context_specific,categorical_annotation,"{""context_id"":""CTX_f0266b3c6e6ce874""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A007_direction,G-A007,direction,Dirichlet,"{""alpha"":[1.0,3.0,1.0],""categories"":[""increase"",""decrease"",""other""]}",,,1,uncalibrated,available,Direction uncertainty is separate from existence and from effect magnitude.
PRIOR_G-A007_effect_class,G-A007,effect_class,categorical_annotation,"{""observed_direction"":""decrease""}",,,1,uncalibrated,available,"Observed annotation only, no numeric distribution inferred."
PRIOR_G-A007_existence,G-A007,existence,Beta,"{""alpha"":3.0,""beta"":1.0}",0.75,0.75,1,uncalibrated,available,"Tier/access/confidence weights, biological cohort cap; not calibrated probability of truth."
PRIOR_G-A007_expression,G-A007,expression,unavailable,{},,,0,uncalibrated,unavailable,Quantitative parameterization requires compatible effect/uncertainty data or validated calibration; unavailable in this release.
